"","corr","p"
"ARMCX5-GPRASP2",0.0391111273994815,0.000209917924658657
"AL162431.1",0.0390943398147053,0.000211241049737473
"AC100802.1",0.0390870233522607,0.000211820148426976
"LINC01176",0.0390841996254938,0.000212044045065602
"ARNT",0.0390704274406222,0.000213139246376233
"ARHGAP5-AS1",0.0390669514288859,0.00021341650641293
"HSF2",0.0390608224219854,0.000213906204638763
"LYRM2",0.0390442658892559,0.000215234325442122
"UMPS",0.0390395858470511,0.000215611147056509
"EFCAB13",0.0390348606005353,0.000215992236670536
"ARVCF",0.0390327759446893,0.000216160564443449
"SMARCE1",0.0390297912626854,0.000216401780191543
"CTDSPL2",0.0390260635696449,0.000216703399431013
"ZSCAN30",0.0390113803125187,0.000217895310613168
"FKBP1B",0.0389804255090084,0.000220428253698975
"DNAJC3-DT",0.0389644120664152,0.000221749409810574
"GSTM3",0.0389627383337407,0.000221887925874434
"SLC4A1AP",0.0389485889978975,0.000223062157082159
"NELFE",0.0389387309756741,0.000223883703452502
"AC138969.1",0.03893463530534,0.000224225862128298
"HAPLN4",0.0389338974235124,0.000224287558075643
"ANKRD46",0.0389312878893834,0.000224505874880346
"GAB3",0.0389277530901542,0.00022480191855796
"IL23A",0.0389243580640205,0.000225086600970516
"TSC2",0.0389060908754796,0.000226624172490358
"DBF4B",0.0389011775077037,0.000227039415676126
"PTDSS2",0.0388931102838412,0.000227722749488198
"NCOR2",0.0388863429172959,0.000228297467081314
"POLR2G",0.0388696144788066,0.000229723973394862
"PGAM5",0.0388458382097506,0.000231765876322449
"SLC1A7",0.0388444542739371,0.000231885251468263
"MAN2A1",0.0388374033025563,0.000232494348441655
"C11orf24",0.0388114984881246,0.000234745044521058
"XYLT2",0.0388018987666448,0.00023558427916653
"SLC25A30",0.0387932320875835,0.000236344361624039
"STXBP5-AS1",0.0387824202036312,0.000237295807630222
"FUZ",0.0387758234374321,0.000237878086971959
"GZF1",0.0387724930948527,0.00023817255651896
"SMCR8",0.0387645311804886,0.000238877937155969
"RPUSD4",0.0387441606797435,0.000240691579806738
"ST3GAL1",0.0387407573709544,0.000240995842263881
"VPS39",0.0387380337082289,0.000241239602899942
"ATP6V1G1",0.0387322447756852,0.000241758465467999
"GEMIN6",0.0387211979850146,0.000242751496286767
"ZNF629",0.0387169812829839,0.000243131556838415
"IFT81",0.0387118055827825,0.000243598816940555
"ZNF318",0.0387054393044958,0.000244174717134977
"PMM2",0.0387016163992672,0.000244521154530745
"SDHAF4",0.0386919163760117,0.000245402255177662
"DDX1",0.03862732610693,0.000251345667129989
"SLC35F5",0.0386222851081763,0.000251815159039454
"CCDC134",0.0385874430222348,0.000255082719759401
"MAP3K5",0.0385751633890305,0.00025624377229508
"PLK4",0.0385617837166326,0.000257514474255072
"ZNF500",0.0385589194988434,0.000257787263004866
"FOXJ2",0.0385561091170313,0.000258055187710257
"FZD3",0.0385463101467242,0.000258991405321437
"AICDA",0.0385384340585288,0.000259746213349486
"CHST14",0.0385358006187379,0.000259999049796752
"SYT6",0.0385352000173436,0.000260056745813338
"THEM6",0.0385239247551106,0.000261142119915754
"DACT1",0.0385156303988158,0.000261943256735617
"LGR4",0.0385069398026246,0.000262785136903564
"ERCC8",0.0384952417667718,0.000263922360694105
"U2AF1",0.0384805029445129,0.000265361762331348
"NDUFA4L2",0.0384763715542475,0.000265766554622316
"ARHGAP26",0.0384740409973719,0.000265995157094407
"AC002456.1",0.0384582738421653,0.000267546592820056
"AC012414.5",0.0384538646342454,0.000267981959303251
"IMMP2L",0.0384535595593787,0.000268012107031944
"ZNF416",0.0384430268641143,0.000269054907388152
"CPSF1",0.0384357316762354,0.000269779402675574
"CCDC81",0.0384234011430017,0.000271008123476923
"VAPB",0.0383984612301791,0.000273509400171658
"UBAP1",0.0383722695395067,0.00027615949900257
"AC146944.4",0.0383710689586952,0.000276281549679383
"INTU",0.0383680888089855,0.000276584729263806
"SRCAP",0.0383613861385284,0.000277267751459411
"FDPS",0.0383602627242846,0.000277382385263241
"EIF3F",0.0383485885727527,0.000278576253389282
"EXOSC8",0.0383463514130491,0.000278805587646807
"AK4",0.0383391116665033,0.000279548956877787
"WNT5A-AS1",0.0383385234749239,0.000279609433236551
"STRN3",0.0383204991166397,0.000281468605834044
"PPP3R1",0.0383166459771671,0.000281867548288107
"NATD1",0.0383162968891347,0.000281903717970253
"TMEM135",0.0382984242248545,0.000283761360113071
"NUP153",0.0382967336579074,0.000283937666008004
"ARMC7",0.0382911203342473,0.000284523804796554
"ANKRD40",0.0382891190186622,0.00028473305453869
"AC008443.1",0.0382830645685946,0.000285366962277287
"POLR1A",0.0382729248685203,0.000286431562221335
"P3H2",0.0382726756329485,0.000286457777058481
"ZDHHC5",0.0382573825252314,0.000288070627508022
"STXBP1",0.0382414110068391,0.000289764102650728
"TMEM62",0.038239167791704,0.000290002698305249
"DDX55",0.0382187113645944,0.000292187016785081
"CNNM3",0.0382083126329301,0.000293303282070577
"AACS",0.0382078512839702,0.000293352898580341
"BBOF1",0.0382047113672818,0.000293690794796232
"ITGB3",0.0381900487646815,0.000295273514040792
"FZD1",0.0381726619211888,0.000297160646136926
"AC090630.1",0.038154586464278,0.000299134489264518
"PLD6",0.0381483318916664,0.000299820344036148
"GART",0.0381406111930036,0.000300668999825374
"CEP68",0.0381393116972875,0.00030081206078522
"CARF",0.0381368132656811,0.000301087291204965
"EDEM3",0.0381362722145908,0.000301146925137195
"FAM131B",0.0381220453549066,0.000302718965157162
"ADAM32",0.0381077245481686,0.000304309143603063
"ZNHIT2",0.0381049725140781,0.000304615623198664
"ERAL1",0.0380953010626873,0.000305694975882505
"GRK4",0.0380912676830464,0.000306146165995816
"WRNIP1",0.0380793454878302,0.000307483478644439
"TXNDC15",0.0380683707373592,0.000308719348866938
"GSN-AS1",0.0380517816314608,0.00031059628354406
"CBX7",0.0380496429812364,0.00031083903186472
"LPIN3",0.0380437913440093,0.000311504132283522
"PKD1",0.0380214395515395,0.00031405693209923
"AC087175.1",0.0380211674940285,0.0003140881240874
"INPP5E",0.0380144090908714,0.000314863921178899
"FLT3",0.0380116605641141,0.000315179937300032
"RANBP3",0.0380088902394122,0.000315498760069799
"AL355075.4",0.0379932097108856,0.000317309050598365
"YAE1",0.037987262776699,0.000317998153289108
"HRK",0.0379852553547615,0.000318231079898947
"ZNF575",0.0379843610317317,0.000318334902032702
"CDK5RAP2",0.0379838659613885,0.000318392388475615
"LZIC",0.0379794355915472,0.000318907265646015
"POP7",0.0379716723611926,0.000319811352042362
"TTC9C",0.037963515245122,0.000320763893383614
"TRIM27",0.0379528763625805,0.000322010231233077
"CDCA2",0.0379472951107261,0.000322665882055326
"AC092068.3",0.0379381702253765,0.000323740508506686
"ACACA",0.0379341523897768,0.000324214745259105
"CDK5",0.0379191339409652,0.000325993178823603
"NLRX1",0.0379043012489569,0.000327758572154981
"AC011726.2",0.0379011582603805,0.000328133798786779
"PNKP",0.0378982327736516,0.000328483420042432
"AC079915.1",0.0378833031462808,0.000330273075782632
"NEURL3",0.0378754139613869,0.00033122245428266
"PRMT7",0.037872435606479,0.000331581530698863
"PIN1",0.0378607183687337,0.000332997722161315
"WDR61",0.0378482732358511,0.000334508085771041
"PSCA",0.0378058834148021,0.000339700819188444
"RCE1",0.0378020276663987,0.000340176869031926
"DISC1",0.0377920854209924,0.000341407268710202
"CC2D1B",0.0377835509034262,0.00034246677449061
"CCNT1",0.0377795635714015,0.000342962829626102
"C20orf197",0.0377609158634538,0.000345291683626236
"MAP7D3",0.037759802154869,0.000345431238199687
"AC079922.2",0.0377528265504914,0.000346306525226127
"MRPL11",0.0377450750454788,0.000347281603974065
"AL589863.1",0.0377316069450808,0.000348981894639946
"MAPK9",0.0377303093737021,0.000349146118042728
"EEF1E1",0.0377110493636058,0.000351592219478958
"C4orf46",0.037709831882023,0.000351747381987535
"SRP68",0.0376953843837594,0.000353593545268712
"QSOX2",0.0376898429273064,0.000354304057455372
"AL159169.2",0.0376750962489718,0.000356201349867012
"ELP1",0.0376747598849978,0.000356244736719881
"GPR143",0.0376680684840094,0.000357108873475045
"POU3F1",0.0376572895842993,0.000358504997975564
"NDC1",0.0376299270782603,0.000362072049244865
"VPS36",0.0376081539743669,0.000364934128084422
"PSPH",0.0375843827563009,0.000368083002285485
"AL157388.1",0.0375838376581263,0.000368155506165479
"BARD1",0.0375785005597108,0.000368866102865339
"MICAL2",0.0375688105387481,0.000370159538293998
"XYLB",0.0375484121911979,0.000372896201459379
"RPA2",0.0375452554697165,0.000373321396319899
"AC005520.2",0.037544170147833,0.000373467688492533
"ACSM2A",0.0375421887348082,0.000373734904352509
"ACKR3",0.0375334621970776,0.000374913904242481
"PDGFRA",0.0375309307715745,0.000375256562674725
"ULBP3",0.0375250900677208,0.000376048288230148
"SSR2",0.0375234811743767,0.000376266652814315
"ERLIN2",0.0375054176575534,0.000378726443822074
"ZNF783",0.0374657237102009,0.000384184640120915
"AL033543.1",0.0374648363512041,0.000384307494025482
"SLC22A1",0.0374572736248772,0.000385356036077883
"EIPR1",0.0374290463803392,0.000389293286570998
"SMIM8",0.0374277160662946,0.000389479768389892
"MAN2A2",0.0374061980676778,0.000392507752620849
"CPXM1",0.0374058043467565,0.000392563360844667
"JOSD2",0.0374047541821348,0.000392711719644282
"UPRT",0.0374035500915091,0.000392881888330347
"SUMO4",0.0374008898154077,0.000393258097390055
"SFXN1",0.0373987441072825,0.000393561782809605
"SMARCAD1",0.0373976033947052,0.000393723318824506
"AC079760.2",0.0373796408618726,0.0003962751695915
"TRAF6",0.0373691132709151,0.000397777946650796
"ZNF91",0.0373648584942818,0.000398386810451746
"AC012464.2",0.037362478851417,0.000398727719789206
"USP46-AS1",0.0373581315537217,0.000399351220523012
"DEPDC1",0.0373531891643239,0.00040006117708928
"CA11",0.0373528132247731,0.00040011522768243
"PPP2R5E",0.0373429110759368,0.000401541364543216
"SLC66A2",0.0373334897279551,0.0004029026616119
"AGPAT5",0.0373312712208964,0.00040322384165804
"AC005050.1",0.0373225896524435,0.0004044829992362
"XPO7",0.0373221715943043,0.000404543726149321
"FAAP100",0.0373197917898862,0.000404889577571505
"CTU2",0.0373097592229004,0.000406350625419712
"SNHG10",0.0372827119132544,0.000410314108019802
"PREPL",0.0372814378540375,0.000410501694683283
"COQ6",0.0372649006856055,0.000412943829572882
"C21orf58",0.0372635559360706,0.000413143011472505
"COPS6",0.0372617910154584,0.000413404564508826
"TXNRD2",0.0372584158297016,0.000413905182012822
"CLCN4",0.0372475712188097,0.000415517520906344
"ALDOA",0.0372451872950672,0.000415872739810065
"RRP36",0.0372407627915742,0.000416532768945414
"PRCC",0.0371943060350047,0.000423522299067898
"TBC1D22B",0.0371843562829123,0.000425033431493155
"TATDN2",0.0371658190323542,0.000427862236136954
"NCK1",0.0371585930060067,0.000428969688988383
"CGRRF1",0.0371525505023676,0.000429897810223298
"ZNF485",0.0371468638966271,0.000430772977850466
"VIPAS39",0.0371447720452917,0.000431095331613001
"NOL10",0.0371021758163781,0.000437708577669027
"BNIP1",0.0370847108224616,0.000440447365179262
"FRS3",0.0370795717727095,0.000441256289889173
"CAMK2N2",0.0370753707624614,0.000441918589980744
"ZBTB9",0.0370707569210171,0.000442647042881374
"EXOSC10-AS1",0.0370647896449881,0.000443590843764697
"AC099541.2",0.0370604086025043,0.000444284956726744
"NCBP3",0.0370287569253218,0.000449329903259878
"CCHCR1",0.0370271801588572,0.00044958261581871
"DTD1",0.0370191770760272,0.000450867337400843
"VPS35L",0.0370125803124022,0.000451928879591051
"HMGN4",0.037012413176142,0.000451955805196534
"DEF6",0.0369990874898541,0.000454107393286828
"DHX30",0.0369974705299753,0.000454369119599563
"RNF121",0.0369838276781862,0.000456583005496333
"EXOSC10",0.0369811381860699,0.000457020627132076
"KPNA6",0.0369790858196115,0.00045735484187294
"FNDC10",0.0369737120652806,0.000458231003837152
"EDC3",0.036967581016873,0.000459232550986354
"TBCA",0.0369624199435973,0.0004600772290954
"GZMM",0.0369259384863528,0.000466089363347739
"AC138207.4",0.036925198594039,0.00046621205222973
"AL022326.1",0.0369173495877043,0.000467515430018326
"CDK9",0.0369167950502698,0.000467607642943634
"ARHGEF7",0.0369125441611786,0.000468315078522412
"PRX",0.0369086864194834,0.000468957950240011
"PACSIN2",0.036906292025288,0.000469357376947689
"KAT6B",0.0368826402659864,0.000473319987542718
"AOC2",0.0368675646572587,0.000475862011155928
"RASSF7",0.0368652869331306,0.000476247182494203
"WDR77",0.0368544703514722,0.000478080277522796
"MUC1",0.0368444841638193,0.000479778484737901
"YIPF5",0.0368226869497596,0.000483504782338338
"DIMT1",0.0368113651966658,0.000485450901656534
"DCHS1",0.0368106097469659,0.000485581017051322
"LINC01006",0.0368097635869639,0.000485726794607722
"AC003965.1",0.0368084156946813,0.000485959095541605
"ACACB",0.0367942475076934,0.000488407170756355
"CDCA5",0.0367883528120421,0.000489429079479487
"SMIM17",0.0367790412319024,0.000491047404575961
"ZNF672",0.0367685276093571,0.000492880637313901
"TMEM87A",0.0367602106068009,0.000494335369492119
"NEK9",0.0367565112121089,0.000494983718352519
"GINS4",0.0367268014036962,0.000500219425033449
"SLC25A11",0.036724257150634,0.000500670185798114
"AC234772.2",0.0367124375356592,0.000502769215709807
"HIST1H1B",0.0367072055363005,0.00050370097635641
"ZBTB42",0.0367004465828428,0.000504907053365365
"RAB22A",0.0366962486191488,0.000505657498404998
"BOP1",0.036693960850369,0.000506066906797308
"TFDP2",0.0366774527978965,0.0005090302817553
"RHBDL1",0.0366769930815437,0.000509113036847063
"MEAK7",0.0366704743984704,0.000510287837351695
"ZEB1",0.036643192075652,0.000515232141283294
"VPS50",0.0366402694085598,0.000515764447959516
"MIS12",0.0366328072451347,0.00051712586084373
"PSMC4",0.0366312539056904,0.000517409676169292
"IL32",0.0366246481514592,0.000518618255430359
"IL18BP",0.0366172063362115,0.000519982950248763
"TKFC",0.0366120480427098,0.000520930851203672
"BBS2",0.0366019057204846,0.000522799327122011
"AL357874.1",0.0366016360845889,0.000522849086083474
"ZNF256",0.0365988685835216,0.000523360059516444
"PIWIL4",0.0365707045768212,0.000528586607762102
"DMAP1",0.0365556693825708,0.000531396641433537
"ADHFE1",0.0365394304262205,0.00053444728485365
"AC080013.3",0.0365209185577521,0.000537944814333615
"SNHG5",0.0365033290808752,0.000541287816696512
"LDLRAP1",0.0364981714586721,0.000542271721668607
"BBS12",0.0364963809967088,0.00054261367239199
"AC243960.1",0.0364744995747648,0.000546808946744108
"SWT1",0.036458746024717,0.000549848022408034
"PFKFB2",0.036449225388879,0.000551692302406322
"ELP5",0.0364490932045786,0.000551717948852493
"NKIRAS1",0.0364439666280363,0.000552713466150277
"ZNF514",0.0364361261982231,0.000554239216196422
"DAGLB",0.036434769110286,0.000554503703815446
"MBD1",0.0364229056517432,0.000556820825037421
"OXLD1",0.03639663197351,0.00056198462558572
"ZNF615",0.0363672715705682,0.000567807828364245
"TRDMT1",0.0363424896234653,0.000572766633676693
"ZNF720",0.0363252264797003,0.000576244738605474
"CLMP",0.0363178645041617,0.000577733970310104
"ZBTB46",0.0362976160363202,0.000581848471068921
"ATP7A",0.0362955833485542,0.00058226301753325
"SMIM26",0.0362765873733407,0.000586150369612934
"GMDS-DT",0.0362740958715698,0.000586662020832769
"IP6K1",0.0362616402442206,0.000589226130303203
"WASHC2A",0.0362436953454858,0.000592938602239103
"TNNI1",0.0362274984297976,0.000596308129156311
"BUB3",0.036216760889615,0.000598551727867809
"SLC25A32",0.0362156547666369,0.000598783296970279
"DOK1",0.036214004706802,0.000599128895319804
"ZNF658",0.0362123006012434,0.000599486008165621
"SREK1",0.0361705467826267,0.000608298080659608
"CDK8",0.0361703904713907,0.000608331295162393
"MEST",0.0361416650342177,0.000614463880854439
"CAMK2G",0.0361363279802108,0.000615609603988226
"VPS13D",0.0361341930270476,0.000616068477785414
"DDX20",0.0361080557910413,0.000621712110951983
"SMG6",0.0360793024961153,0.000627976146594764
"PSMB7",0.0360755153913807,0.00062880554596285
"GASK1A",0.0360750566557377,0.000628906081064618
"ANKRD17",0.0360556525735915,0.000633172337544148
"PLEKHA8",0.0360534442969423,0.000633659560063498
"ZNF567",0.0360402617081835,0.000636575358541208
"PSTK",0.0360299341915579,0.000638868368301749
"UTP6",0.0360274875711836,0.00063941271364411
"FAM199X",0.0360238680511216,0.000640218807021879
"CEBPZ",0.0360105930018782,0.000643183353278479
"AC080038.1",0.0359901992566666,0.000647762505578883
"TPD52",0.0359895432448617,0.00064791030660276
"CEP131",0.0359818261286919,0.000649651347151008
"ODR4",0.035970773635452,0.000652152452349481
"KIF24",0.035955027929045,0.000655731066482219
"RNASEH2B-AS1",0.0359432300625684,0.000658424389227858
"MRPL49",0.0358888764672957,0.000670966078333832
"CDC37L1-DT",0.0358882863874422,0.000671103445327123
"AP3B1",0.0358846011246421,0.000671961943678427
"SLC9A1",0.0358822416159057,0.000672512137644599
"POLR2B",0.0358821311866444,0.000672537897968645
"SPTSSA",0.035882033958339,0.000672560579606386
"CRYZL1",0.035880058199416,0.000673021643152075
"SMTN",0.0358695682466513,0.000675474505670792
"LINC02201",0.0358601059814539,0.000677694189853965
"AC008608.2",0.035857281673169,0.000678358036493126
"GZMB",0.0358494328753391,0.000680206051976921
"ROCK2",0.0358468050320031,0.000680825827893564
"MARCH3",0.0358375753897192,0.000683006797175801
"POLL",0.0358260536030695,0.000685738513676536
"ZFPL1",0.0358060836789065,0.000690497274846071
"ALS2",0.0357733526706961,0.000698363377346186
"CH25H",0.0357699737747856,0.000699180136883698
"AMBRA1",0.0357223317925864,0.000710791224263878
"CDC25C",0.0357196260083416,0.000711456011605234
"SAFB",0.0357147658051747,0.000712651571485888
"PUS7L",0.035714359675567,0.000712751559632712
"PITPNA-AS1",0.0357112258591436,0.000713523536188977
"POLR3C",0.0357101936894234,0.000713777968312884
"KPNB1",0.0357020360476282,0.000715791812445758
"ZNF329",0.0356990146700922,0.000716539026249677
"COQ10A",0.0356884974363188,0.00071914568733555
"CERCAM",0.0356866465371837,0.000719605336958455
"USP13",0.0356828100683082,0.000720558949299646
"MT1A",0.0356805567719099,0.000721119587236899
"FBXO11",0.0356768716346499,0.000722037351756524
"KHDRBS3",0.0356562322151312,0.000727197579124253
"SCAF1",0.0356501573415664,0.000728722919174626
"NEK10",0.035646290803941,0.000729695315166772
"FBXW8",0.0356250814440127,0.000735050729455635
"AC127537.1",0.0356121011753657,0.000738346260268774
"ORC6",0.035608726728293,0.000739205235280346
"CCDC154",0.0355987563846514,0.00074174863906092
"TTC28-AS1",0.0355917191653407,0.00074354870134523
"AC005224.2",0.0355899648328878,0.000743998076250386
"ADAMTS1",0.0355736177342028,0.000748197550358658
"CEP70",0.0355686048702547,0.000749489728629737
"TSTD3",0.0355679397862726,0.000749661324575302
"OPA1",0.0355620837112754,0.000751173804996995
"CKM",0.03554657938646,0.000755191883032363
"CPTP",0.0355399535242397,0.000756915110257859
"CARNMT1",0.0355399267980918,0.000756922068471753
"TIMM29",0.0355366326610385,0.00075778015950903
"AL022316.1",0.0355063447162494,0.000765712312272493
"VPS45",0.0354956270615015,0.00076853758807319
"CGREF1",0.0354847594454491,0.000771412273352751
"AL596325.1",0.0354803183414083,0.00077258989764925
"AC051619.5",0.0354788910633694,0.00077296871566281
"AC126763.1",0.0354787119990644,0.00077301625381049
"SLC5A3",0.0354762944057856,0.000773658344290817
"GCNT2",0.0354740505891687,0.000774254724205792
"LRRC37A3",0.0354591647272094,0.000778222028548217
"FAM241B",0.0354565347682628,0.000778924910005581
"FBXL8",0.0354524295280842,0.000780023252137727
"DICER1",0.0354516099617498,0.000780242696195024
"KNTC1",0.0354395413314972,0.000783480789463237
"ANAPC13",0.0354388814901887,0.000783658188328668
"DARS2",0.0354363417397943,0.000784341350200006
"PUM3",0.0354308862590515,0.000785810677118627
"TBC1D1",0.0354227930757313,0.000787995123806645
"MESP1",0.0354167459190391,0.000789631000485447
"GOSR1",0.035411661452691,0.000791008888515303
"AC023906.5",0.035383338445191,0.000798725329552012
"E2F8",0.0353795442401007,0.000799764327838653
"JMJD4",0.0353715323259284,0.000801962417227963
"PDIK1L",0.0353692225593127,0.000802597147825189
"SLC25A33",0.0353536310825193,0.00080689393876587
"MANSC4",0.0353432053704133,0.000809779014271956
"GSTM1",0.0353420478401038,0.000810099923692736
"MSH2",0.0353352884020247,0.000811976242652253
"TMEM18",0.0353343858856866,0.00081222707256835
"MED10",0.0353223610746876,0.000815575908852762
"HIST1H3E",0.0353186221709286,0.000816619778317211
"ZHX3",0.0353162983543727,0.000817269192134379
"SFR1",0.035315502294243,0.000817491769259737
"FAM104B",0.0353120567121191,0.000818455797026724
"EHMT1",0.0352933301412358,0.000823713707711806
"ITGA6-AS1",0.0352855819329117,0.000825898343173203
"DPP4",0.0352783690836273,0.000827936861156711
"GPATCH3",0.0352740183657223,0.000829168730133896
"FZD4",0.0352600478407172,0.000833135869480637
"IFT140",0.0352581826742144,0.000833666841389756
"AC017002.3",0.0352272667906198,0.000842513755200213
"FAM86B1",0.0352198932589829,0.000844636590685047
"OAT",0.0352148783148185,0.000846083223006135
"LINC02642",0.035209989608406,0.000847495651513698
"POFUT2",0.0352088227324318,0.000847833104438574
"C3orf33",0.0352065246518753,0.000848498058709607
"UBE3D",0.035186625620847,0.000854276140207278
"AC005479.2",0.0351690922629687,0.000859397514926872
"SPTLC3",0.0351595711149626,0.000862190489306443
"CPE",0.0351531858471528,0.000864068282963352
"DRD4",0.0351504817779239,0.0008648646438636
"AC092068.2",0.035147241682281,0.000865819763156859
"SH3BGR",0.0351427520012854,0.000867144853093431
"DGCR8",0.035131287948491,0.000870536901731117
"AL162424.1",0.0351266187756779,0.000871921964816217
"GPR137",0.0351209233579524,0.00087361421877696
"PPID",0.0351057386024579,0.000878140888197188
"HLCS",0.0350974605740342,0.000880617767069515
"ASH1L",0.0350884524931191,0.000883320442337282
"GMPS",0.0350849956563638,0.000884359629406551
"SCRIB",0.0350848233355988,0.000884411461755722
"PIPOX",0.0350832413536467,0.000884887437579164
"AC093159.1",0.0350825734785017,0.000885088454516417
"MRPL27",0.0350747644290933,0.000887441963425337
"PDSS2",0.035073358856381,0.000887866193560982
"DUXAP8",0.0350724306093061,0.000888146460255967
"LINC00239",0.035066301355216,0.000889999132131528
"LINC01909",0.03506229586314,0.000891211795127742
"MPV17L",0.0350501239985223,0.000894906231523544
"WBP1",0.0350494768161362,0.000895103062858189
"EFNA1",0.0350407258376827,0.000897768490735357
"SNHG26",0.0350366160339408,0.000899022817214056
"ERAP1",0.0350345902335513,0.000899641695958204
"AC009159.3",0.0350337579965941,0.000899896057396235
"TMEM17",0.0350310626569478,0.000900720307296012
"STAU2",0.0350248992005409,0.00090260775640139
"CHERP",0.0350139746189754,0.000905962223648392
"TNIP3",0.0350068149091023,0.000908166923712578
"RAD17",0.0349856990301993,0.000914698153235732
"AC015819.2",0.0349758247445796,0.000917767220764127
"C19orf12",0.0349729850749817,0.000918651594978499
"AC069368.2",0.0349695625815447,0.000919718530523323
"AC015712.2",0.0349617522844217,0.000922157630270876
"ZNF562",0.0349605782968739,0.000922524775821893
"C5",0.0349555219390123,0.000924107617889463
"ERVW-1",0.0349242871764258,0.000933941254039712
"ALDH5A1",0.0349237795231314,0.000934101876006201
"FCF1",0.0349191137599736,0.000935579326548074
"OXER1",0.034899089825214,0.000941944675276816
"DEFB124",0.0348942162372965,0.000943499983375176
"LINC01138",0.0348919605260154,0.000944220653444326
"CXXC1",0.0348896418536696,0.000944961970108453
"CYP2R1",0.0348645767322534,0.000953010173666815
"COMMD10",0.0348592490434985,0.000954729010718069
"TRIM46",0.0348588668193639,0.000954852435474604
"MIR181A2HG",0.0348511868066691,0.000957335537139545
"LINC00964",0.0348438977557,0.000959697762815719
"APBA1",0.0348363218555504,0.000962158669785923
"CCR10",0.0348351583325472,0.00096253713839176
"NDUFB5",0.0348311007930322,0.000963858046211119
"DPY19L1",0.0348241053998944,0.000966139297048919
"BAHCC1",0.0348183455728385,0.000968021372255817
"LINC01554",0.0348181202561362,0.000968095065463901
"RANBP9",0.0348152082092131,0.000969047961633679
"GALK2",0.0348101987598001,0.000970689213761516
"ZNF660",0.0348005545763755,0.000973856199179178
"AL160272.1",0.0347971237611108,0.000974985125510232
"DGKA",0.034795750702996,0.000975437276322239
"PHLPP1",0.0347825781793442,0.000979784890980306
"IRAK1BP1",0.0347708984434109,0.000983654807248606
"RPL31",0.0347662859728029,0.000985186978398807
"SPPL2B",0.0347491352911113,0.000990903496210494
"PLA2G2D",0.0347431723846727,0.000992898183905458
"ABRAXAS2",0.0347401290513002,0.000993917659660072
"POP1",0.0347394800083944,0.000994135205627357
"ACBD4",0.0347378474962325,0.000994682585339188
"ABCA2",0.0347377859495,0.000994703227353939
"VPS52",0.0347370614354015,0.00099494625025399
"AP001033.3",0.0347326298661193,0.000996433922863056
"AZIN2",0.0347274260389516,0.000998183469943072
"SMPD2",0.0347174197989655,0.0010015555999765
"PPIG",0.034714747414957,0.00100245798305586
"NGDN",0.0347030138264306,0.00100642897300348
"ATE1",0.0346768020797179,0.00101535244063085
"C22orf42",0.0346761360495233,0.00101558013341811
"N4BP2",0.0346688196793345,0.0010180844609418
"RELB",0.0346653621870191,0.00101926991676317
"AP001528.1",0.0346637867151463,0.00101981051570087
"KIF1C",0.0346519193247441,0.00102389116296126
"WDR24",0.0346466348018689,0.00102571312392021
"ZRANB2-AS2",0.0346243242335007,0.0010334383244641
"AC011611.4",0.0346106736481437,0.00103819145052627
"CCDC86",0.0346072997314464,0.00103936935973644
"CARMIL1",0.0346000821918066,0.00104189331593159
"FKTN",0.0345826036395679,0.00104802903528076
"TAF6L",0.0345779079385476,0.001049683114393
"E2F7",0.0345513308288907,0.0010590906107823
"KCNC4",0.0345457665258896,0.00106107005375989
"CASKIN2",0.0345422452155377,0.00106232449080022
"ZPR1",0.0345332414398065,0.00106553825051311
"PMEL",0.0345311327938487,0.0010662921978508
"PFDN4",0.034530544866878,0.00106650249936157
"ANKDD1A",0.0345288229532756,0.00106711864869229
"RNF216",0.034521381788236,0.00106978509533466
"CHST13",0.0345165944621531,0.00107150382882997
"IGSF8",0.0345011020223431,0.00107708340569115
"SEC61A2",0.0344874015261477,0.00108203999245329
"NAXD",0.0344826162689818,0.00108377617478298
"MGP",0.034476040904229,0.00108616604442756
"ALK",0.0344717238386256,0.00108773776609259
"SMOC1",0.0344669234520035,0.001089487920638
"FSBP",0.0344604114415085,0.00109186627190166
"RFWD3",0.0344590645280894,0.00109235879761998
"STOX2",0.0344525398281532,0.00109474759341435
"AC004943.2",0.0344385326013471,0.0010998921849408
"FAM214A",0.0344338780197315,0.00110160666750566
"PI4KA",0.0344236472287951,0.00110538379570761
"WRAP53",0.0344038533331764,0.0011127255621712
"GZMA",0.0343997719250228,0.00111424499484126
"TP53BP2",0.0343934868348685,0.00111658856900231
"SNUPN",0.0343907313436764,0.0011176174681715
"CEP290",0.0343896423310028,0.00111802434660125
"TP73",0.0343834209007322,0.00112035143293667
"DICER1-AS1",0.0343785598593281,0.00112217278956938
"KCNAB1",0.0343670653341137,0.00112649050312123
"SLC9B1",0.0343529666020517,0.00113180740854357
"AL035446.2",0.03431587442909,0.00114590657152002
"SH2D2A",0.034289782468222,0.00115592148430421
"AC007684.2",0.0342823090918759,0.00115880486580836
"VASH1-AS1",0.0342741677066556,0.00116195354160493
"DDR1",0.0342573837230755,0.00116846969986628
"AL109976.1",0.0342412183292885,0.00117477760304612
"AP001636.3",0.0342190121167038,0.0011834939964886
"LTV1",0.0341965659280832,0.0011923652695503
"C2orf27A",0.0341871418156346,0.00119610818161274
"AP000695.1",0.0341757603301534,0.00120064295763893
"EXOC1",0.0341600431539006,0.00120693133153736
