"gene","cor","pval","FDR"
"LTB",0.36997167101561,0,0
"MAL",0.348691022075743,0,0
"MT-ATP8",0.335844132895603,0,0
"RPL36",0.335567691847236,0,0
"RPS28",0.334890089428291,0,0
"MT-ND4L",0.315818795523385,0,0
"RPL39",0.31534335872664,0,0
"MT-ND5",0.2819618175383,0,0
"RPS29",0.281794872000127,0,0
"RCAN3",0.279491108863401,0,0
"FXYD2",0.269410737468198,0,0
"MT-ND6",0.263623763015398,0,0
"RPS21",0.260843571492326,0,0
"TNFRSF4",0.250843139044239,0,0
"RPL38",0.249906645498866,0,0
"RPL28",0.238307784484849,0,0
"TPT1",0.238218680358301,0,0
"RPS27",0.238141398686449,0,0
"RPL34",0.237988196481251,0,0
"FOSB",0.236853635769486,0,0
"RPL32",0.235943300698993,0,0
"RPL41",0.232646186662046,0,0
"CD40LG",0.22476438006089,0,0
"CD4",0.220741794512916,0,0
"BIRC3",0.220008443558013,0,0
"PLP2",0.216415952762889,0,0
"RPLP1",0.215176899946945,0,0
"RPL37",0.212703423401299,0,0
"LDHB",0.210070378723248,0,0
"RPL30",0.209309018710593,0,0
"RPS25",0.204385388809358,2.96439387504748e-323,1.12152901605963e-321
"RPL9",0.196524464982708,1.59812313969467e-298,5.52832226842526e-297
"LEF1",0.193406146232026,5.17324707688031e-289,1.68551608249054e-287
"RPL13",0.192915324733352,1.56941858178914e-287,4.99717143883315e-286
"RPL35A",0.192882287046096,1.97399716275743e-287,6.21476410117563e-286
"SUSD3",0.192252254104151,1.55370181566643e-285,4.83719165277482e-284
"JUN",0.191590533146473,1.49820161355493e-283,4.58793543298461e-282
"IL7R",0.188669823404989,7.00987549264933e-275,2.02491454952613e-273
"RPL11",0.185284488433452,5.20639426079541e-265,1.42325041158524e-263
"S100A11",0.184087526273748,1.44826695764301e-261,3.93984855855895e-260
"RGCC",0.179029953147889,2.82732475474717e-247,7.40389155402017e-246
"MT-ND4",0.174576225899285,4.84251295291647e-235,1.21692567659838e-233
"CORO1B",0.173081647858269,5.21377576238282e-231,1.25939652467213e-229
"FXYD5",0.172675131406756,6.4194536511982e-230,1.53737684877413e-228
"RPS12",0.170394352492421,7.49189862785439e-224,1.74209958134838e-222
"FOS",0.169354122016171,4.10553296034753e-221,9.42926504499489e-220
"RPS15",0.167969394992771,1.70474280309358e-217,3.8366982604564e-216
"VIM",0.167375328100376,5.94754901611116e-216,1.3226216145352e-214
"RPL37A",0.165923475370942,3.31324520807906e-212,7.28134358669609e-211
"RPL22",0.162422036115461,2.58729044436248e-203,5.43040286524619e-202
"SERINC5",0.161226093284956,2.53778222937063e-200,5.19041299758868e-199
"CAPG",0.160151030265307,1.18537105123609e-197,2.36399265876406e-196
"GPR183",0.160109667048286,1.50032401425741e-197,2.98149495599238e-196
"THEM4",0.157364768298921,8.03416649191337e-191,1.55790550244576e-189
"RPL8",0.15683786092935,1.52273356673959e-189,2.89267759593514e-188
"MT-ND2",0.149310207186224,8.84939044705773e-172,1.54974950204098e-170
"RPS23",0.149156397564743,1.99698118330073e-171,3.48631855178109e-170
"RPLP2",0.148698453486054,2.24129129191995e-170,3.87660382713561e-169
"RPL24",0.148363805264048,1.30545063760362e-169,2.23723100095739e-168
"TNFRSF25",0.146408768269417,3.5528047062666e-165,5.92557070652322e-164
"RPL18",0.145995658788457,3.01877196553813e-164,4.99032392179224e-163
"TBC1D4",0.145970226388649,3.44309720511649e-164,5.67503433455083e-163
"SESN3",0.144235012497409,2.56827536574881e-160,4.08881112206146e-159
"AQP3",0.141497880772838,2.63395013923609e-154,3.96791843555889e-153
"TESPA1",0.141468372328515,3.05322589929107e-154,4.58720588193758e-153
"CISH",0.140984115243845,3.4320258390333e-153,5.11517893668687e-152
"TIMP1",0.140153951613141,2.12926178711997e-151,3.11550471410453e-150
"RPL12",0.139737549549779,1.67218420173659e-150,2.42769955091499e-149
"MAP3K1",0.137508252366848,9.2942089134614e-146,1.31527138260196e-144
"SNHG25",0.136256035230712,3.97032264874625e-143,5.45335493224853e-142
"PRKCQ-AS1",0.135204136233037,6.15708492006454e-141,8.33437292078302e-140
"RPS13",0.134766683760605,4.95665384824331e-140,6.69327425676037e-139
"RPL18A",0.133891250264862,3.15353637539346e-138,4.18777674116231e-137
"DGKA",0.133090156964863,1.37596172395265e-136,1.79741014010039e-135
