name,pValue
None,0.023769762302376977
SiteFirstBiopsy,0.026499735002649974
SiteFBChron,0.05031949680503195
SiteFBChron_Pred,0.13775862241377587
SiteFBChron_Race,0.023419765802341976
SiteFBChron_Activity,0.5763442365576344
