name,pValue
None,0.24506754932450675
SiteFirstBiopsy,0.1936180638193618
SiteFBChron,0.11169888301116988
SiteFBChron_Pred,0.23163768362316378
SiteFBChron_Race,0.25523744762552375
SiteFBChron_Activity,0.4814451855481445
