name,pValue
None,0.3197168028319717
SiteFirstBiopsy,0.21686783132168677
SiteFBChron,0.6029239707602924
SiteFBChron_Pred,0.4129058709412906
SiteFBChron_Race,0.6834831651683483
SiteFBChron_Activity,0.5392546074539255
