name,pValue
None,0.14276857231427686
SiteFirstBiopsy,0.2031579684203158
SiteFBChron,0.41423585764142357
SiteFBChron_Pred,0.5986840131598684
SiteFBChron_Race,0.3087269127308727
SiteFBChron_Activity,0.3954160458395416
