name,pValue
None,0.002979970200297997
SiteFirstBiopsy,0.0015199848001519985
SiteFBChron,0.005079949200507995
SiteFBChron_Pred,0.024169758302416976
SiteFBChron_Race,0.0013699863001369987
SiteFBChron_Activity,0.7834821651783482
