name,pValue
None,0.24846751532484676
SiteFirstBiopsy,0.2938470615293847
SiteFBChron,0.33794662053379465
SiteFBChron_Pred,0.21512784872151278
SiteFBChron_Race,0.3069369306306937
SiteFBChron_Activity,0.8209217907820922
