"gene","cor","pval","FDR"
"BIRC3",0.324216638261732,0,0
"MAP3K1",0.314345974709771,0,0
"LTB",0.30265533820026,0,0
"MALAT1",0.301210427435398,0,0
"SERINC5",0.288802401227648,0,0
"PAG1",0.285773709739052,0,0
"RCAN3",0.261037739238946,0,0
"CYLD",0.2462242311246,0,0
"FAM13A",0.244593738756382,0,0
"BCL2",0.22999764959878,0,0
"DGKA",0.227445583209022,0,0
"CD4",0.225289721248224,0,0
"IL6R",0.222933272500373,0,0
"TNFRSF25",0.22048355415222,0,0
"TNFRSF4",0.215063836423735,0,0
"ZC3H12D",0.21458155790441,0,0
"ADAM19",0.214498637463635,0,0
"CD28",0.209093365012938,0,0
"LEF1",0.207832865830823,0,0
"USP46",0.207776346366363,0,0
"TIAM1",0.20737615907472,0,0
"MAL",0.206859616749794,0,0
"CCR6",0.20645054424713,0,0
"IL2RA",0.205796048971938,0,0
"ITGB1",0.20170315399591,0,0
"TESPA1",0.200921281844438,0,0
"TRABD2A",0.198750351048111,0,0
"INPP4B",0.195717530226849,0,0
"CDC14A",0.191469871279748,0,0
"LPAR6",0.190200059811264,0,0
"PRKCA",0.189721798300877,0,0
"FAM153CP",0.189440981574202,0,0
"PLEC",0.189186090783999,0,0
"SYNE3",0.188217973176152,0,0
"ANK3",0.188095353989978,0,0
"TAB2",0.186636809086,0,0
"SORL1",0.17891135118304,2.74437270683891e-298,7.69404491024479e-297
"TMEM123",0.178051220151853,2.11364574016586e-295,5.86590067788456e-294
"ATP8B2",0.176812442729037,2.85991319124651e-291,7.8576114929498e-290
"PRKCQ-AS1",0.174470509678791,1.52395213836229e-283,4.06510533995183e-282
"GPRIN3",0.172896741807968,2.05972696447943e-278,5.33877342915777e-277
"IL6ST",0.169346851089492,5.08712100858134e-267,1.27642602475591e-265
"IL7R",0.168546899778985,1.73476686617378e-264,4.33297451346586e-263
"THOC3",0.168081872347466,5.07884010628551e-263,1.25712731459635e-261
"ARHGAP5",0.16793774814153,1.44347643768232e-262,3.52529023336193e-261
"AQP3",0.166797349890562,5.42545068232992e-259,1.29621093475665e-257
"TMEM63A",0.164261622140872,3.90466471397089e-251,9.01518176607985e-250
"AC016831.5",0.163534843671341,6.60958174170575e-249,1.51331881961138e-247
"XIST",0.161603292653547,4.92620307521905e-243,1.10487697544199e-241
"ADD3",0.161598280795574,5.10098410045248e-243,1.13942713951164e-241
"STT3B",0.159875953439741,7.61830526392671e-238,1.64813336319989e-236
"FOXP1",0.159736501570871,1.98723446761134e-237,4.28229545079385e-236
"PIM1",0.158847745167605,8.77060996479348e-235,1.8465326343502e-233
"AP3M2",0.158588810120551,5.13641162633375e-234,1.07317801850585e-232
"SESN3",0.156963672306306,3.15127239032929e-229,6.48548381455411e-228
"NFKBIZ",0.156936110367986,3.79524864084036e-229,7.78167585127529e-228
"NEAT1",0.156877696816245,5.62779339610246e-229,1.14961801901796e-227
"PGAP1",0.155158855413654,5.68957404401413e-224,1.14520913450028e-222
"BCL11B",0.154368035392474,1.09221690852972e-221,2.15889637135641e-220
"PVT1",0.153739491630764,6.98729111192983e-220,1.35194241760755e-218
"LINC-PINT",0.15300348727415,8.89768290565956e-218,1.69766554050692e-216
"NKTR",0.151275505363806,7.07606416190989e-213,1.31361393816537e-211
"DUSP16",0.149563723121707,4.436528393681e-208,8.07242500770764e-207
"TIMP1",0.148695598199087,1.14335091995827e-205,2.03984198219828e-204
"CCND2",0.148534825228902,3.18496484884606e-205,5.66387761954987e-204
"MT-ND1",0.14807248531852,6.02271852008352e-204,1.06757542799545e-202
"DDX17",0.147949128572988,1.31741879861606e-203,2.32026163410104e-202
"KLHL5",0.146670160105562,4.23395819162522e-200,7.36253172879132e-199
"GNAQ",0.146278975073907,4.93251697583686e-199,8.47005649444485e-198
"USP10",0.145693836797851,1.91667009519262e-197,3.27083918418741e-196
"PHTF2",0.145268241996227,2.71940052063165e-196,4.61206971014534e-195
"CISH",0.14488582102816,2.927870170301e-195,4.92007540850275e-194
"MT-ND3",0.144741265298078,7.17698151850143e-195,1.19870861532417e-193
"ITK",0.142644627268557,2.87218149346337e-189,4.68327516515763e-188
