"gene","cor","pval","FDR"
"NKG7",0.639902795717605,0,0
"GZMH",0.583285883958355,0,0
"PRF1",0.565225578086578,0,0
"ZEB2",0.560807540875935,0,0
"CCL5",0.556053198490623,0,0
"GZMB",0.53919110467322,0,0
"GNLY",0.523296267144471,0,0
"KLRD1",0.503713592224849,0,0
"CST7",0.490285358047799,0,0
"SYNE1",0.489167269687354,0,0
"EFHD2",0.483499394552809,0,0
"FGFBP2",0.474927866554199,0,0
"MT-CO1",0.469976169009716,0,0
"FLNA",0.468599373928589,0,0
"MYO1F",0.457017822525926,0,0
"SYNE2",0.428072575769929,0,0
"ADGRG1",0.423490866185418,0,0
"ITGAL",0.411854113064872,0,0
"MALAT1",0.411037824363423,0,0
"AHNAK",0.405877062418206,0,0
"NEAT1",0.394955307522418,0,0
"PLEK",0.391428870872646,0,0
"GZMA",0.389467001798968,0,0
"TGFBR3",0.386463109734806,0,0
"CX3CR1",0.377953904351946,0,0
"PYHIN1",0.36210417052369,0,0
"RNF213",0.357999371589309,0,0
"FCGR3A",0.345854759620536,0,0
"SPON2",0.345490966334706,0,0
"MT-CO2",0.343037793273276,0,0
"ITGB2",0.342781046806497,0,0
"S1PR5",0.338714238888566,0,0
"CEP78",0.338546790291379,0,0
"PTPRC",0.334628091836159,0,0
"MACF1",0.333584640715615,0,0
"C1orf21",0.326495000570353,0,0
"MT-ATP6",0.319429423799135,0,0
"TBX21",0.318062546746445,0,0
"AKNA",0.313638531903922,0,0
"ACTN4",0.309935976867772,0,0
"RUNX3",0.303645904435928,0,0
"LPCAT1",0.296345352421754,0,0
"ABHD17A",0.294801486908561,0,0
"CCL4",0.294601104102862,0,0
"GK5",0.291872998513362,0,0
"TNFRSF1B",0.290111076226989,0,0
"MYBL1",0.289455061306499,0,0
"PPP2R5C",0.288846672951244,0,0
"CLIC3",0.284842163378693,0,0
"ATP2B4",0.284578965407929,0,0
"PRDM1",0.284375542806615,0,0
"SLAMF7",0.282367975038314,0,0
"CHST12",0.282107541166152,0,0
"USP28",0.282000047500123,0,0
"MYO1G",0.279564911535011,0,0
"IKZF3",0.277377232979036,0,0
"RORA",0.277314868085946,0,0
"ARAP2",0.275784015132755,0,0
"LGALS1",0.2748248710728,0,0
"UTRN",0.274703216623454,0,0
"ARL4C",0.271432002169913,0,0
"ITGB1",0.269394247721938,0,0
"LCP1",0.265724556665376,0,0
"FGR",0.265539728364599,0,0
"IRF1",0.264414662782964,0,0
"CYBA",0.257921187292727,0,0
"FAM53B",0.256393652471066,0,0
"GNPTAB",0.255181892645676,0,0
"GNG2",0.253167688888888,0,0
"MCTP2",0.253107956702626,0,0
"MT-CO3",0.252195022603572,0,0
"SPN",0.251759959815313,0,0
"GAB3",0.251213829190763,0,0
"IQGAP1",0.250675210735067,0,0
"FCRL6",0.250399607797493,0,0
"MAF",0.248967263326333,0,0
"PCSK7",0.246966673539224,0,0
"MIAT",0.246876986509532,0,0
"CFLAR",0.246263137241852,0,0
"NFATC2",0.244040464496336,0,0
"XIST",0.243018668235302,0,0
"APOL6",0.241813109772876,0,0
"CTSC",0.241309501641715,0,0
"GBP5",0.24048401794641,0,0
"TGFB1",0.239726131579263,0,0
"PATL2",0.239144645089372,0,0
"SAMD3",0.239064414818858,0,0
"ENC1",0.238601572939673,0,0
"IGF2R",0.238151715322984,0,0
"CYTOR",0.236820634990003,0,0
"DIAPH1",0.235225473632818,0,0
"STK10",0.235051706752188,0,0
"SYTL3",0.232732151306646,0,0
"CTSD",0.231223362369665,0,0
"ZAP70",0.231209446200882,0,0
"IQGAP2",0.23028602028371,0,0
"PRR5L",0.229900910944182,0,0
"KLRG1",0.229836823979213,0,0
"A2M-AS1",0.228772609108865,0,0
"VCL",0.225174014377693,0,0
"PTPRJ",0.223775172841453,0,0
"HLA-DRB1",0.223255214445634,0,0
"LSP1",0.223204774085229,0,0
"PTPN12",0.222545112696879,0,0
"INPP5D",0.221993575341507,0,0
"MYH9",0.221869812468868,0,0
"CEMIP2",0.221267200609482,0,0
"NBEAL2",0.220742425945001,0,0
"CD74",0.219687452226962,0,0
"SRGN",0.217630832531253,0,0
"RAP1GAP2",0.216472678812619,0,0
"RAPGEF1",0.21618928859887,0,0
"MSN",0.215646415232605,0,0
"F2R",0.215549593663807,0,0
"TYROBP",0.215299423629105,0,0
"TAPBP",0.214903526452092,0,0
"FYN",0.214173049627237,0,0
"ITGAM",0.21333113072723,0,0
"OGA",0.213187905321251,0,0
"LRRFIP1",0.210586417372222,0,0
"ADRB2",0.209777687441221,0,0
"MT-ND5",0.209636369762166,0,0
"NIBAN1",0.208692666274674,0,0
"MIDN",0.206502397526005,1.41085385826426e-319,1.94186573310152e-318
"ADGRE5",0.206420086399379,2.55886479294098e-319,3.51274745405376e-318
"FUT11",0.205887805439923,1.19497681497039e-317,1.6318902314714e-316
"APMAP",0.20531108891274,7.59848892425572e-316,1.03229212217695e-314
"ZBTB38",0.205096842810594,3.54213649445623e-315,4.79973224223443e-314
"ATXN1",0.204771228178409,3.66326345820983e-314,4.92568040379613e-313
"NCKAP1L",0.203214343817813,2.45965940876193e-309,3.24081757275064e-308
"SYTL2",0.202968880146981,1.40692067077623e-308,1.84447299938764e-307
"LITAF",0.202767862177499,5.85847633290387e-308,7.66130919943838e-307
"WIPF1",0.202510654736978,3.62659298695087e-307,4.73080935909711e-306
"HLA-A",0.202402910823202,7.77719947310002e-307,1.012000844589e-305
"LLGL2",0.202221074787047,2.81550077729831e-306,3.65457576142385e-305
"MXD4",0.202214943203085,2.9402675165574e-306,3.80710193995729e-305
"SLC20A1",0.201421709014072,7.93111800113407e-304,1.02188655523211e-302
"AGPAT4",0.201110580541423,7.07935792829319e-303,9.09905710195331e-302
"MATK",0.200625237983765,2.13693420003846e-301,2.739873580685e-300
"MAP3K8",0.20015803333503,5.63158746347002e-300,7.20293772156995e-299
"FMNL1",0.199708858508658,1.29795609026906e-298,1.65607828159877e-297
"MBP",0.198180900659377,5.29345766053368e-294,6.70504637000932e-293
"SMAD7",0.198000524933909,1.84281832979835e-293,2.32861188468977e-292
"ANXA6",0.197009476063208,1.70808993469283e-290,2.15317875421374e-289
"CELF2",0.196742912178592,1.06614034793641e-289,1.33752152741114e-288
"SMG1",0.19668812199074,1.55288417962465e-289,1.94351423340135e-288
"CD300A",0.196654082515513,1.96147601020583e-289,2.44904290417128e-288
"AOAH",0.195923059847662,2.92816345701272e-287,3.64733709467333e-286
"ATF7IP",0.19538078504507,1.18479827556583e-285,1.47229435001592e-284
"ZBTB7A",0.194716219144073,1.087830896644e-283,1.34542104292479e-282
"PTPN22",0.194585809231468,2.63575624478406e-283,3.24457881400178e-282
"PARP14",0.194111301779558,6.56194345006086e-282,8.0211728326618e-281
"PTPN7",0.193528050527676,3.37353583634357e-280,4.08564016761795e-279
"TMEM181",0.193031972679183,9.52887333976718e-279,1.14608742646191e-277
"APOBEC3C",0.192335293396133,1.02321096233269e-276,1.21671616473302e-275
"MAPK1",0.191973786545437,1.15000555819162e-275,1.36439573465087e-274
"NPC1",0.191635316805499,1.10293625243307e-274,1.30559767669504e-273
"IL2RB",0.191073739231623,4.65046935111505e-273,5.45571840654303e-272
"MTSS1",0.190610335942974,1.01045011055433e-271,1.18013371486568e-270
"METRNL",0.189936678260343,8.748745096439e-270,1.01500927623288e-268
"EIF4G3",0.189658391996648,5.49724138674422e-269,6.34967705552571e-268
"PRKCH",0.189220149777946,9.87630556272813e-268,1.13577513971374e-266
"IFI16",0.188918054532567,7.20305892419197e-267,8.22937712384808e-266
"GOLGA4",0.187975279716714,3.47543868870764e-264,3.93632839818205e-263
"STOM",0.186626331174646,2.26785957655059e-260,2.5357474668297e-259
"PTPN18",0.186463417615531,6.52106320872757e-260,7.27584158863136e-259
"DTHD1",0.186180834871471,4.06393260364913e-259,4.50555234112812e-258
"MIR4435-2HG",0.186076252944297,7.99292814900321e-259,8.84280911674532e-258
"YPEL1",0.184914280388684,1.42785724563507e-255,1.55024500954665e-254
"RAB29",0.18467510952078,6.62738770195241e-255,7.18058287376827e-254
"LAG3",0.184487389585994,2.20770592483502e-254,2.38705358140924e-253
"RRBP1",0.184253858541349,9.8465050060524e-254,1.06026842406034e-252
"ARHGAP30",0.184076952677163,3.05203672720876e-253,3.27968864702516e-252
"PXN",0.182140873166624,6.73889459145368e-248,7.1535957970816e-247
"APOBEC3G",0.182077882246332,1.0033313340074e-247,1.06292313445148e-246
"DIP2A",0.181054273389791,6.33039521800007e-245,6.67939487388177e-244
"RABGAP1L",0.180890761847406,1.76661753360273e-244,1.86026954743227e-243
"HELZ",0.180508336349138,1.94048462137154e-243,2.03925878847141e-242
"LYST",0.180206773369197,1.27925237350973e-242,1.33103163624702e-241
"ITCH",0.179960119609171,5.96738497061619e-242,6.18438078772951e-241
"CCDC88B",0.179745679662359,2.27231142306873e-241,2.35029607545807e-240
"B4GALT5",0.179634828158554,4.53267435012695e-241,4.6606557435423e-240
"TRG-AS1",0.179337361460268,2.88481456267518e-240,2.9604633202874e-239
"AKAP13",0.179299657865317,3.64663926484255e-240,3.72767569295016e-239
"HLA-DPB1",0.179209544409038,6.38333392008999e-240,6.49984525766057e-239
"CD226",0.179054507433642,1.67140661664157e-239,1.69533003823373e-238
"PPP2R2B",0.178846369702327,6.07700496667736e-239,6.14023392008788e-238
"CD99",0.177928586454823,1.76772351128424e-236,1.77585097570394e-235
"VPS37B",0.177833358588516,3.17888510088713e-236,3.18131173073514e-235
"SH3BP2",0.17763609378545,1.07092121382316e-235,1.06969730386451e-234
"CAPN2",0.177575701302286,1.55282144743073e-235,1.54809803618379e-234
"FNDC3B",0.176761451209635,2.29636018052295e-233,2.27209675220045e-232
"MT-CYB",0.176704188103615,3.26019234005721e-233,3.21967017537853e-232
"RNPEPL1",0.175645469039098,2.07894182684888e-230,2.04539792495225e-229
"FBXW5",0.175195523078841,3.19413029687768e-229,3.13084472464047e-228
