"gene","cor","pval","FDR"
"NKG7",0.404902537042501,4.95249612112096e-199,8.78325187080802e-196
"GZMA",0.363656135479486,4.28867451837556e-158,5.0706428388927e-155
"GZMH",0.341257328427541,2.9696939540167e-138,1.31668805686215e-135
"ACTB",0.318306201365539,1.47402675829763e-119,5.22837291168168e-117
"CCL4",0.30057647026831,3.37008339300703e-106,9.19514291922765e-104
"HLA-DRB1",0.290602207118216,4.38205029758706e-99,9.14301906208312e-97
"HLA-DPA1",0.268664983130805,2.00326762399948e-84,3.38361441063151e-82
"CST7",0.265670460000545,1.58428919502493e-82,2.44324946728409e-80
"PFN1",0.265577232570691,1.81357464697622e-82,2.68031219701027e-80
"CD74",0.263567718016019,3.29684781292674e-81,4.49766122786582e-79
"TMSB4X",0.260486654285776,2.67969046691271e-79,3.27753865039289e-77
"APOBEC3G",0.259175707405943,1.70997949309253e-78,2.02176575399974e-76
"CTSC",0.249359725610474,1.29934180461741e-72,1.44023918155561e-70
"HLA-A",0.249013370882599,2.07272613757193e-72,2.22786654847504e-70
"HLA-DRA",0.24177449745718,3.04162431158522e-68,3.17312983329199e-66
"HLA-DPB1",0.240573312032039,1.44937985609229e-67,1.42804176376648e-65
"CFL1",0.237626237728039,6.43981340458313e-66,5.71050453651409e-64
"COTL1",0.235582955773368,8.66954916624751e-65,7.50021729089754e-63
"ISG15",0.234332318499417,4.20494456477627e-64,3.55117580268129e-62
"GAPDH",0.22904114147379,3.02261024975093e-61,2.43663603542421e-59
"SUB1",0.227492815905928,2.00759965322389e-60,1.5824346599967e-58
"MYL6",0.226976184181888,3.76431456118296e-60,2.90261385837303e-58
"CORO1A",0.225472776904873,2.32412909571713e-59,1.75397572393801e-57
"B2M",0.223933436407882,1.47824700425123e-58,1.07006982124063e-56
"FABP5",0.223706014539827,1.94062447223739e-58,1.3766790006052e-56
"PSME2",0.222097348285842,1.31894813214658e-57,9.17315495043905e-56
"CD3D",0.216670544132087,7.57654951940176e-55,4.9766705824663e-53
"CLIC1",0.216015521596437,1.61241796383594e-54,1.02129402102251e-52
"ARPC2",0.21384046999448,1.94487164831391e-53,1.21025609413499e-51
"PTMS",0.21374515530082,2.16774470721092e-53,1.32568801318571e-51
"PSMB9",0.211723775247522,2.13731865476654e-52,1.28492699465371e-50
"ACTG1",0.21061132780985,7.45520078812366e-52,4.40726619924577e-50
"CCL5",0.209525655993999,2.50612389666372e-51,1.45724941991249e-49
"HLA-DRB5",0.207580267068356,2.16339035909546e-50,1.23766864575993e-48
"SRGN",0.205614194965947,1.86909948618987e-49,1.05233267897071e-47
