"gene","cor","pval","FDR"
"FCGR3A",0.667449436482724,0,0
"CDKN1C",0.626192612477911,0,0
"RPS19",0.62395988366109,0,0
"LST1",0.589712474556784,0,0
"RHOC",0.578565872568703,0,0
"TCF7L2",0.57059741558942,0,0
"FCER1G",0.570139504702397,0,0
"HES4",0.562748894351957,0,0
"MTSS1",0.547472934158889,0,0
"MS4A7",0.54687925183215,0,0
"AIF1",0.52050801252036,0,0
"NAP1L1",0.518258952250594,0,0
"RRAS",0.515844636671922,0,0
"YBX1",0.515396026404816,0,0
"DRAP1",0.508413081628435,0,0
"TMSB4X",0.504744547307824,0,0
"CKB",0.50276746593682,0,0
"SMIM25",0.498560090446569,0,0
"CD79B",0.491562573493878,0,0
"SPN",0.490458208724031,0,0
"SIGLEC10",0.49035893835576,0,0
"FTH1",0.482731688379149,0,0
"BID",0.477472113795716,0,0
"ABI3",0.466470272423494,0,0
"PPM1N",0.46119642635062,0,0
"CSF1R",0.45868012959306,0,0
"CSTB",0.457676173065134,0,0
"HLA-DPA1",0.456394825714578,0,0
"NACA",0.453019438896582,0,0
"ADA",0.448046411572073,0,0
"PFN1",0.442734458164964,0,0
"CX3CR1",0.441285636002205,0,0
"PILRA",0.440978256740007,0,0
"LRRC25",0.436399481655634,0,0
"PPDPF",0.429265693348453,0,0
"IFI30",0.42791474777185,0,0
"IFITM2",0.415960977572363,0,0
"COTL1",0.413683644198895,0,0
"RNASET2",0.407660413531328,0,0
"IER5",0.407440208725576,0,0
"MS4A4A",0.402439479435506,0,0
"S100A11",0.402021982749598,0,0
"KLF2",0.400286600240346,0,0
"NEURL1",0.398437859797139,0,0
"B2M",0.398087599304273,0,0
"EVL",0.397616020272919,0,0
"CHST2",0.397206895393138,0,0
"ARPC2",0.396865448759079,0,0
"SOD1",0.396117209133195,0,0
"CTSC",0.395820771355969,0,0
"CTSL",0.394632452481274,0,0
"RPS27",0.392716292161046,0,0
"RPS27L",0.389481322175928,0,0
"LILRB1",0.38774477805722,0,0
"CFD",0.386398672768199,0,0
"AC104809.2",0.38394986717277,0,0
"PTGES3",0.383760668973226,0,0
"PTP4A3",0.382718529107743,0,0
"LILRB2",0.3816217330858,0,0
"MTPN",0.38069262524753,0,0
"LTB",0.374896376711542,0,0
"HSPA8",0.374414140656123,0,0
"RGS19",0.374207146578919,0,0
"PAG1",0.373518993406928,0,0
"LYN",0.372744668127886,0,0
"BATF3",0.372057331221622,0,0
"CD52",0.371550906970865,0,0
"CALML4",0.371006103111868,0,0
"CD47",0.37046983641096,0,0
"ARPC3",0.370412031481786,0,0
"CYTIP",0.369871762794745,0,0
"CD48",0.368555944561243,0,0
"PSMB9",0.366355518045925,0,0
"RPL10",0.365847133150249,0,0
"RPS5",0.363442111874289,0,0
"UNC119",0.363243590462375,0,0
"HMOX1",0.363231205570822,0,0
"RAP1B",0.361316409541891,0,0
"PRELID1",0.360680923133491,0,0
"POU2F2",0.35855774648348,0,0
"FTL",0.358533197292499,0,0
"IFITM3",0.358028772666443,0,0
"WARS",0.357257888955506,0,0
"SERPINA1",0.354140701725061,0,0
"NDUFA4",0.35405453887107,0,0
"ZNF706",0.353516105923984,0,0
"PHF19",0.352901892540923,0,0
"PECAM1",0.352783842654112,0,0
"MYL12B",0.352665376468619,0,0
"FAM110A",0.351960018540884,0,0
"TNFRSF1B",0.351793423520812,0,0
"ITGAL",0.351690076171445,0,0
"INSIG1",0.34968319022232,0,0
"TMC6",0.347097655377794,0,0
"CASP5",0.344533723821693,0,0
"ITGA4",0.343205713580455,0,0
"SPI1",0.342628179332948,0,0
"OAS1",0.339512657861992,0,0
"RPL8",0.338090103933082,0,0
"LINC02432",0.337427740874523,0,0
"RPL36A",0.337121763728788,0,0
"TUBA1B",0.335439699024632,0,0
"ZNF703",0.334389762049422,0,0
"VASP",0.334358343960611,0,0
"NAAA",0.331507920812767,0,0
"RNH1",0.331432447181375,0,0
"MAPKAPK3",0.331229059247989,0,0
"RPL15",0.33095540913279,0,0
"ICAM4",0.330315525416409,0,0
"KCNQ1OT1",0.32980103236506,0,0
"SLC2A6",0.329452091666063,0,0
"FAM89B",0.328863961045241,0,0
"RBX1",0.328813115937432,0,0
"ADGRE2",0.328092364255091,0,0
"SEPTIN9",0.327099647277707,0,0
"MBD2",0.326828615994216,0,0
"RPL14",0.326284021642538,0,0
