"gene","cor","pval","FDR"
"TMSB10",0.400798868065151,0,0
"TNFRSF4",0.344661790239457,0,0
"CD4",0.320178026759067,0,0
"TMSB4X",0.289479776751487,0,0
"ACTB",0.28533341069978,0,0
"ITGB1",0.284159714126216,0,0
"CORO1B",0.284098241725809,0,0
"S100A11",0.276234910862038,0,0
"LIMS1",0.268301063739861,0,0
"ACTG1",0.265269150225498,0,0
"TBC1D4",0.262453950674034,0,0
"ISG15",0.261418181073826,0,0
"COTL1",0.259980707244682,0,0
"GAPDH",0.249386450477855,0,0
"MAL",0.242207437945336,0,0
"CD52",0.241071787057063,0,0
"PRDX1",0.240353192612311,0,0
"BIRC3",0.232851560653134,0,0
"LDHB",0.229135825564209,0,0
"TRAC",0.229016973703215,0,0
"TNFSF10",0.227830454125806,0,0
"CRIP1",0.226753571977702,0,0
"LGALS1",0.225402765194691,0,0
"DYNLL1",0.223927295412831,0,0
"SUSD3",0.223664129315688,0,0
"ARPC1B",0.223489204865147,0,0
"CD82",0.223044472799836,0,0
"ICOS",0.221957609818451,0,0
"EPSTI1",0.221863243737228,0,0
"GSTK1",0.21425304591841,6.8068691843848e-309,6.65342620107579e-307
"TYMP",0.207590997659455,1.0731845127032e-289,9.82389695993546e-288
"ARID5B",0.207118178695125,2.33378384929469e-288,2.07060483982807e-286
"CCDC50",0.206638394450191,5.26934788483502e-287,4.53557153012591e-285
"JPT1",0.206177745126376,1.04292184815315e-285,8.84489749749885e-284
"OAS1",0.205042100709741,1.58885414903432e-282,1.27262803853901e-280
"SUB1",0.203597127862547,1.67211333334289e-278,1.26882599913006e-276
"S100A4",0.202012553040008,3.96803609498524e-274,2.93380309740768e-272
"VIM",0.199685909526583,9.03234809855582e-268,6.59361411194575e-266
"MAF",0.198450454467211,1.99130246037885e-264,1.40046844987864e-262
"PFN1",0.196522926712921,2.95520476885505e-259,2.0288887978556e-257
"CORO1A",0.194935578785975,4.88073990157372e-255,3.23531344969835e-253
"MAP3K1",0.194736971313235,1.63542542367325e-254,1.07176118390042e-252
"MX1",0.194381879066841,1.41613921126505e-253,9.17626385546688e-252
"MYL6",0.193354372556259,7.13574859912793e-251,4.57242913013008e-249
"LGALS9",0.189980194127318,4.16136119248174e-242,2.6085402170698e-240
"CD28",0.187665923505338,3.43382655387805e-236,2.1066891208739e-234
"ATP5F1E",0.182723849521331,8.1425702655744e-224,4.60374536485956e-222
"ITM2A",0.182159644480352,2.00035152944842e-222,1.12000264760476e-220
"IFIT1",0.181186652041086,4.87568600323199e-220,2.70366165198451e-218
"IL32",0.181138939882921,6.37869603999225e-220,3.50342286310813e-218
"TPM4",0.181017151757806,1.26606888473171e-219,6.88813137570543e-218
"TXN",0.18062406797504,1.15329710750677e-218,6.21594805513227e-217
"LEF1",0.179313524445095,1.7571827814542e-215,9.29694779875814e-214
"ANXA2",0.179096657207454,5.87673621278071e-215,3.08101252173694e-213
"TIGIT",0.178640173100428,7.42284072171741e-214,3.85653355334633e-212
"CYTOR",0.178405072404889,2.73318738816654e-213,1.40734747031754e-211
"PLP2",0.177977218244162,2.91652373310155e-212,1.47540283936813e-210
"LTB",0.177357601989238,8.89694603729337e-211,4.46162502583225e-209
