"gene","cor","pval","FDR"
"MT-ATP8",0.396636653929609,0,0
"MT-ND4L",0.37179001288552,0,0
"MT-ND5",0.340395162925471,0,0
"RPS28",0.319801227603129,0,0
"RPL36",0.307701928632488,0,0
"MT-ND6",0.303576080859543,0,0
"RPL39",0.297706195426272,0,0
"FXYD2",0.297501388302367,0,0
"LTB",0.291343861884604,0,0
"FOSB",0.28895367715593,0,0
"RPS27",0.288751706370459,0,0
"TNFRSF4",0.279920429869193,0,0
"RPS29",0.275867631940294,0,0
"MAL",0.274822580964677,0,0
"RPS21",0.240388861114064,0,0
"JUN",0.239413895661741,0,0
"RPL41",0.237845968772253,0,0
"RPL38",0.235898854407027,0,0
"CD40LG",0.225926910581629,0,0
"FOS",0.21444904752704,0,0
"RPL34",0.21087255484796,0,0
"RPL28",0.209295906901587,6.91691904177745e-322,2.42833264930973e-320
"MT-ND4",0.205878779010571,2.63399503629807e-311,8.96366286278859e-310
"TPT1",0.20203219240705,1.27586628241134e-299,4.2126370646046e-298
"RPLP1",0.199583688076385,2.62742696581595e-292,8.42447247363068e-291
"S100A11",0.198442412817536,6.24577196702494e-289,1.95736141814053e-287
"CD4",0.197036943267871,8.40298817372172e-285,2.53322692389317e-283
"PLP2",0.191043755648208,1.49933487941538e-267,4.24327070210056e-266
"RPL37",0.189223748415509,2.00202536557419e-262,5.58051995117591e-261
"CAPG",0.187465380535068,1.59766184179136e-257,4.36563065833334e-256
"RPL35A",0.186173863416484,5.92629698928394e-254,1.58807581640377e-252
"LDHB",0.179856015204199,7.13512631604933e-237,1.7748226760146e-235
"FXYD5",0.179796773906251,1.02468011890609e-236,2.52617805314315e-235
"RPL32",0.179351249765541,1.55218615303455e-235,3.79294122946373e-234
"RPL37A",0.175790732774139,3.25213782541834e-226,7.51650354899815e-225
"RCAN3",0.173526334544663,2.17273854233941e-220,4.82087227774269e-219
"RPL30",0.166587388484722,4.88575687556008e-203,9.92721369550613e-202
"SUSD3",0.161140149570593,6.1324633424332e-190,1.11897283422622e-188
"BIRC3",0.155226006971827,3.10062876133933e-176,5.01434044873156e-175
"MT-ND2",0.153835097509217,4.32926022024227e-173,6.82227455729656e-172
"RPS25",0.153660390007447,1.06991373340849e-172,1.67650041785788e-171
"CORO1B",0.151582081182352,4.65460854705215e-168,6.99704975894262e-167
"RPL9",0.151384059553239,1.27761595034015e-167,1.91022524974038e-166
"RPL8",0.150822341048052,2.22363784046368e-166,3.28920509361388e-165
"LINC00892",0.14855102333668,2.06369089670551e-161,2.92022790919017e-160
"RPL13",0.146682463543874,2.20018875341756e-157,2.99863563027204e-156
"RPS15",0.145225915270069,2.78832138361455e-154,3.66512291822509e-153
"RGCC",0.145070410727706,5.95265317053961e-154,7.78758658891114e-153
"GPR183",0.141061791210225,1.37616985375599e-145,1.64517546956562e-144
"RPL21",0.139509520116482,2.05189526274052e-142,2.36629168865315e-141
"RPL11",0.139460469073187,2.58132305197186e-142,2.97066368657425e-141
"TIMP1",0.139033882973944,1.89351032177874e-141,2.17010366836915e-140
"RPL35",0.137118564254961,1.34609377368437e-137,1.49935384791711e-136
"RPS12",0.136574596495666,1.63281757211979e-136,1.78996819615582e-135
"SNHG25",0.135982186257434,2.44484456104482e-135,2.66959700395977e-134
"GPX4",0.135485168633652,2.3454904714791e-134,2.52629818355235e-133
"TNFSF10",0.133435050471641,2.40697637243599e-130,2.49095110781762e-129
"RPL22",0.129825868102934,1.94880455001262e-123,1.90652889575309e-122
"THEM4",0.128262195592308,1.66783587764506e-120,1.6033770560307e-119
"AQP3",0.127602264016481,2.81031364486668e-119,2.67389533243147e-118
"COX7C",0.125887045314582,4.03965104530696e-116,3.74714788433406e-115
"NCF1",0.123165354549328,3.36220307596739e-111,2.99841486533619e-110
"RPL24",0.121707321134179,1.30929228696598e-108,1.1330178339782e-107
"TNFRSF25",0.12007663927002,9.47761018797876e-106,7.94143560615079e-105
"RPS27A",0.119596941361408,6.46246919031393e-105,5.35034576099572e-104
"CISH",0.119458112404175,1.12471020229979e-104,9.29771608369144e-104
"PRDX1",0.118080372292445,2.65250364132463e-102,2.16056353868249e-101
"IL7R",0.117652375409459,1.4288098758895e-101,1.15533649876954e-100
"TBC1D4",0.113766666843155,4.67970449280322e-95,3.51738764520047e-94
"DYNLL1",0.113295567569221,2.78561470676149e-94,2.07965071041803e-93
"SYPL1",0.113191451821353,4.1275461991455e-94,3.07322131096108e-93
"RPL18",0.113175678152881,4.38076508257778e-94,3.25302595891017e-93
"TESPA1",0.112074797664025,2.73622231464958e-92,1.95842905540145e-91
"LEF1",0.111708169766797,1.07440141688342e-91,7.62110570262449e-91
"VIM",0.11122893070731,6.37736130042582e-91,4.49494576028742e-90
"RPL18A",0.110150375576939,3.41179493008926e-89,2.33933578210199e-88
"ATP5F1E",0.108086554188168,6.19906498164953e-86,4.07902887938433e-85
"RPS23",0.105812374546349,2.04733106458177e-82,1.29051652445853e-81
"TMEM14C",0.104528295700502,1.83836696820833e-80,1.12678691410515e-79
"CD82",0.103744084030918,2.78863395375075e-79,1.68502750996246e-78
"SELENOM",0.102270401213757,4.36712447832277e-77,2.55801895261419e-76
"NABP1",0.100613816975835,1.17311739557737e-74,6.64008387068132e-74
"ADI1",0.0993489067803155,7.88963543130615e-73,4.35894499377044e-72
"RPL12",0.0975108979653027,3.24406869818224e-70,1.72861182217261e-69
"HSPB1",0.097071194558552,1.34620197544744e-69,7.1050260302635e-69
"SIT1",0.0955359372021424,1.83992728605897e-67,9.32913771094069e-67
"RPS9",0.0941052767459872,1.67486246486921e-65,8.19264734799781e-65
"RBPJ",0.0938140454529201,4.16040723102451e-65,2.02436657109587e-64
"TMEM173",0.0935010338911259,1.10271808837791e-64,5.33284850586948e-64
"TRAC",0.0929895486231304,5.38442038036608e-64,2.57255640395268e-63
"IGKC",0.091677975553633,3.01735990511271e-62,1.39943941418564e-61
"RPS13",0.091670719487835,3.08482524785063e-62,1.42834103921765e-61
"CD59",0.0912991632116748,9.54908735804991e-62,4.36675907461689e-61
"ICOS",0.0911996362109359,1.2914274078255e-61,5.88623486541337e-61
"RPLP2",0.090705925209366,5.74522880470103e-61,2.58046835462968e-60
"SESN3",0.0905000071212763,1.06813465554976e-60,4.77432952001172e-60
"RPS10",0.0904785287833713,1.13941460077128e-60,5.08474078075484e-60
"RPS5",0.0903862794843074,1.50350439293927e-60,6.69874607842101e-60
"MT-CO1",0.0902442782951323,2.30267067743788e-60,1.02347069292852e-59
"HIST1H4C",0.0884330962297182,4.98559492570818e-58,2.12731500406948e-57
"SOCS1",0.0875546643292291,6.50499954816226e-57,2.70691916681591e-56
"TCEAL8",0.0872855707433809,1.42143396309325e-56,5.86658794142729e-56
"SNHG8",0.0861901132726857,3.34082733177094e-55,1.34677101812016e-54
"HSPA1A",0.0861888685640718,3.35275676939986e-55,1.35059853303275e-54
"FAU",0.0861689497661773,3.5495359342788e-55,1.42882988588131e-54
"CXCR3",0.0861476148333481,3.77307737920402e-55,1.51551486042322e-54
"JUND",0.0853634361893311,3.52385931064833e-54,1.39520682342372e-53
"DAD1",0.0846160734361359,2.90720080487123e-53,1.13645122372239e-52
"CKLF",0.0838441715850348,2.52064225973627e-52,9.70972403802575e-52
"SH3YL1",0.0835972283351973,5.009310847611e-52,1.91896735301783e-51
"RPL36A",0.0821051519016339,3.04189634061131e-50,1.13168336695982e-49
"TOMM7",0.0810447796295476,5.381601948188e-49,1.96006211468147e-48
"ESD",0.0809920740139989,6.2016414941725e-49,2.25577084381474e-48
"SERINC5",0.0809906064964162,6.22617200073784e-49,2.26320944220792e-48
"AC007952.4",0.080805651363409,1.023408479144e-48,3.69105775930544e-48
"PRKCQ-AS1",0.0805245508431584,2.17331289023902e-48,7.80282627971252e-48
"BST2",0.0783095949257583,7.48706456130209e-46,2.58275790556857e-45
"ABRACL",0.0781574808874899,1.11160563054457e-45,3.8227380239496e-45
"AHR",0.077902241714856,2.15377491465653e-45,7.34747198745374e-45
"COMMD6",0.0773731414718877,8.42669025214081e-45,2.83723359527812e-44
"CITED2",0.0769653298297175,2.39629542744799e-44,7.97375569049431e-44
"SLAMF1",0.0768769070549654,3.00355425129755e-44,9.95263765349312e-44
"TRADD",0.0767973264728721,3.67980321318783e-44,1.21861901036137e-43
"CSKMT",0.074668497291281,7.78014769117643e-42,2.46749452504035e-41
"MAP3K1",0.0745740832990314,9.83092075897055e-42,3.11078821734225e-41
"RPL10",0.0744987913985267,1.18448501383168e-41,3.73952098561431e-41
"TSTD1",0.0742700804219328,2.0839240856701e-41,6.53819394978057e-41
"PRKCA",0.0741100761014963,3.09086268587319e-41,9.65916355974005e-41
"CTSB",0.0739146225248096,4.996957086986e-41,1.55719780682648e-40
"MT-ND3",0.0729521346648239,5.22423312095967e-40,1.59750943340481e-39
"DNPH1",0.0728306269347543,7.01059765266197e-40,2.13786614509708e-39
"ACTG1",0.0718558282325612,7.29106608121856e-39,2.17204852591404e-38
"TUBB",0.071717626115702,1.01361533132305e-38,3.00348517246205e-38
"RPL19",0.0714802542409256,1.78231603977027e-38,5.24761521900514e-38
"CLN5",0.0707561772308686,9.85502455338584e-38,2.85909106682172e-37
"PVT1",0.069276179771441,3.07741802183911e-36,8.67841269300535e-36
"TMEM258",0.0678353592236662,8.18248993521811e-35,2.2314784498847e-34
"DGKA",0.067473131495785,1.84656995667883e-34,5.0087645719792e-34
"RNASET2",0.066902774113283,6.59368429701491e-34,1.77750133333347e-33
"IFIT1",0.0668958765738619,6.69551990939447e-34,1.8020402201558e-33
"IL6ST",0.0666916575298247,1.05328755047319e-33,2.82114246377342e-33
"ITM2A",0.0665844205317072,1.33545321124747e-33,3.56656666480006e-33
"LGALS3BP",0.0660351789126571,4.47712318920427e-33,1.18882730160441e-32
