name,pValue
None,0.007779922200777992
SiteFirstBiopsy,0.014099859001409986
SiteFBChron,0.008939910600893991
SiteFBChron_ISN_V,0.2132678673213268
SiteFBChron_ISN_IV,0.1954180458195418
SiteFBChron_ISN_IV_V,0.004229957700422996
SiteFBChron_Pred,0.034929650703492965
SiteFBChron_Resp,0.13021869781302187
