name,pValue
None,0.00022999770002299976
SiteFirstBiopsy,9.99990000099999e-06
SiteFBChron,1.999980000199998e-05
SiteFBChron_ISN_V,2.999970000299997e-05
SiteFBChron_ISN_IV,0.00013999860001399987
SiteFBChron_ISN_IV_V,9.99990000099999e-06
SiteFBChron_Pred,3.999960000399996e-05
SiteFBChron_Resp,0.0035599644003559963
