name,pValue
None,9.99990000099999e-06
SiteFirstBiopsy,1.999980000199998e-05
SiteFBChron,1.999980000199998e-05
SiteFBChron_ISN_V,4.999950000499995e-05
SiteFBChron_ISN_IV,0.00024999750002499977
SiteFBChron_ISN_IV_V,9.99990000099999e-06
SiteFBChron_Pred,1.999980000199998e-05
SiteFBChron_Resp,9.99990000099999e-06
