1.405386567153873445e-01,2.852780332176034772e-01,1.065700000000000000e+04
1.419440432825412046e-01,2.796865177049801532e-01,1.056200000000000000e+04
1.433494298496950647e-01,2.745882127822426577e-01,1.045200000000000000e+04
1.447548164168489249e-01,2.694161190568226116e-01,1.034800000000000000e+04
1.461602029840027850e-01,2.643989844741724271e-01,1.024000000000000000e+04
1.475655895511566451e-01,2.594014994574331268e-01,1.013700000000000000e+04
1.489709761183105052e-01,2.546397366846199772e-01,1.002600000000000000e+04
1.503763626854643654e-01,2.495598187311178495e-01,9.930000000000000000e+03
1.517817492526182255e-01,2.442736136502133004e-01,9.846000000000000000e+03
1.531871358197720856e-01,2.395808438558669207e-01,9.741000000000000000e+03
1.545925223869259457e-01,2.349931492630268071e-01,9.634000000000000000e+03
1.559979089540798058e-01,2.300876034789898217e-01,9.543000000000000000e+03
1.574032955212336660e-01,2.252208588957055058e-01,9.454000000000000000e+03
1.588086820883875261e-01,2.208024598930481419e-01,9.350000000000000000e+03
1.602140686555413862e-01,2.159187614629409779e-01,9.269000000000000000e+03
1.616194552226952463e-01,2.117373935821872943e-01,9.161000000000000000e+03
1.630248417898491065e-01,2.075290286975717269e-01,9.060000000000000000e+03
1.644302283570029666e-01,2.031140722569134693e-01,8.968000000000000000e+03
1.658356149241568267e-01,1.986856981981982295e-01,8.880000000000000000e+03
1.672410014913106868e-01,1.946739576213260547e-01,8.778000000000000000e+03
1.686463880584645469e-01,1.903627789279963567e-01,8.694000000000000000e+03
1.700517746256184071e-01,1.863768756542980298e-01,8.597000000000000000e+03
1.714571611927722672e-01,1.823153936545240938e-01,8.510000000000000000e+03
1.728625477599261273e-01,1.780853687455536960e-01,8.434000000000000000e+03
1.742679343270799874e-01,1.743451295585412564e-01,8.336000000000000000e+03
1.756733208942338476e-01,1.703482315891473031e-01,8.256000000000000000e+03
1.770787074613877077e-01,1.663138525492113828e-01,8.179000000000000000e+03
1.784840940285415678e-01,1.625972565496787148e-01,8.092000000000000000e+03
1.798894805956954279e-01,1.591181545386346485e-01,7.998000000000000000e+03
1.812948671628492880e-01,1.555513274336283169e-01,7.910000000000000000e+03
1.827002537300031482e-01,1.520871676891615565e-01,7.824000000000000000e+03
1.841056402971570083e-01,1.486746380558428282e-01,7.736000000000000000e+03
1.855110268643108684e-01,1.449689619196661283e-01,7.668000000000000000e+03
1.869164134314647285e-01,1.416898917920295653e-01,7.578000000000000000e+03
1.883217999986185887e-01,1.381569620253164377e-01,7.505000000000000000e+03
1.897271865657724488e-01,1.346055921494824503e-01,7.439000000000000000e+03
1.911325731329263089e-01,1.313508557457212789e-01,7.362000000000000000e+03
1.925379597000801690e-01,1.279908168859649198e-01,7.296000000000000000e+03
1.939433462672340291e-01,1.247744568977445651e-01,7.227000000000000000e+03
1.953487328343878893e-01,1.216017884588514730e-01,7.157000000000000000e+03
1.967541194015417494e-01,1.184822284908321477e-01,7.090000000000000000e+03
1.981595059686956095e-01,1.155808152793614541e-01,7.016000000000000000e+03
1.995648925358494696e-01,1.127662150475641362e-01,6.938000000000000000e+03
2.009702791030033298e-01,1.100332458442694616e-01,6.858000000000000000e+03
2.023756656701571899e-01,1.070375055155169813e-01,6.799000000000000000e+03
2.037810522373110500e-01,1.042215622215622028e-01,6.734000000000000000e+03
2.051864388044649101e-01,1.016395733173076771e-01,6.656000000000000000e+03
2.065918253716187702e-01,9.893416262135922012e-02,6.592000000000000000e+03
2.079972119387726304e-01,9.645796256520404455e-02,6.518000000000000000e+03
2.094025985059264905e-01,9.418073038073038195e-02,6.435000000000000000e+03
2.108079850730803506e-01,9.169329775545441430e-02,6.371000000000000000e+03
2.122133716402342107e-01,8.919502140478832719e-02,6.307000000000000000e+03
2.136187582073880709e-01,8.715356166586266107e-02,6.219000000000000000e+03
2.150241447745419310e-01,8.470211038961039662e-02,6.160000000000000000e+03
2.164295313416957911e-01,8.260361544782250653e-02,6.085000000000000000e+03
2.178349179088496512e-01,8.044703143189756156e-02,6.013000000000000000e+03
2.192403044760035113e-01,7.837691401648999578e-02,5.943000000000000000e+03
2.206456910431573715e-01,7.641281745355377186e-02,5.867000000000000000e+03
2.220510776103112316e-01,7.436137931034482451e-02,5.800000000000000000e+03
2.234564641774650917e-01,7.250270836973615740e-02,5.723000000000000000e+03
2.248618507446189518e-01,7.064472753007786099e-02,5.652000000000000000e+03
2.262672373117728120e-01,6.878291241268134903e-02,5.583000000000000000e+03
2.276726238789266721e-01,6.685137581462707868e-02,5.524000000000000000e+03
2.290780104460805322e-01,6.503021978021977789e-02,5.460000000000000000e+03
2.304833970132343923e-01,6.324819411002037539e-02,5.398000000000000000e+03
2.318887835803882524e-01,6.155618082911273187e-02,5.331000000000000000e+03
2.332941701475421126e-01,5.993843815314459783e-02,5.263000000000000000e+03
2.346995567146959727e-01,5.840489497012912173e-02,5.189000000000000000e+03
2.361049432818498328e-01,5.682916829363529598e-02,5.121000000000000000e+03
2.375103298490036929e-01,5.536982775687982611e-02,5.051000000000000000e+03
2.389157164161575531e-01,5.390633774568791975e-02,4.986000000000000000e+03
2.403211029833114132e-01,5.234036083519156418e-02,4.933000000000000000e+03
2.417264895504652733e-01,5.074160524160524488e-02,4.884000000000000000e+03
2.431318761176191334e-01,4.932048092868988182e-02,4.824000000000000000e+03
2.445372626847729935e-01,4.797857592942658678e-02,4.761000000000000000e+03
2.459426492519268537e-01,4.665595060677027450e-02,4.696000000000000000e+03
2.473480358190807138e-01,4.552284044165404164e-02,4.619000000000000000e+03
2.487534223862345739e-01,4.429437609841827689e-02,4.552000000000000000e+03
2.501588089533884340e-01,4.305141330959270235e-02,4.493000000000000000e+03
2.515641955205423219e-01,4.181551646368966701e-02,4.434000000000000000e+03
2.529695820876961543e-01,4.071130952380951767e-02,4.368000000000000000e+03
2.543749686548499866e-01,3.961236346734835906e-02,4.303000000000000000e+03
2.557803552220038745e-01,3.849999999999999950e-02,4.244000000000000000e+03
2.571857417891577624e-01,3.743256814921089998e-02,4.182000000000000000e+03
2.585911283563115948e-01,3.633147564817058167e-02,4.127000000000000000e+03
2.599965149234654271e-01,3.534597389805466811e-02,4.061000000000000000e+03
2.614019014906193150e-01,3.431967008247937406e-02,4.001000000000000000e+03
2.628072880577732029e-01,3.342145399084900381e-02,3.934000000000000000e+03
2.642126746249270353e-01,3.243133213089410133e-02,3.881000000000000000e+03
2.656180611920808676e-01,3.148027175333159566e-02,3.827000000000000000e+03
2.670234477592347555e-01,3.051404345521992190e-02,3.774000000000000000e+03
2.684288343263886434e-01,2.955475040257648719e-02,3.726000000000000000e+03
2.698342208935424757e-01,2.877726154687072421e-02,3.659000000000000000e+03
2.712396074606963081e-01,2.793534961154273480e-02,3.604000000000000000e+03
2.726449940278501960e-01,2.704493119910137203e-02,3.561000000000000000e+03
2.740503805950040839e-01,2.622355289421158045e-02,3.507000000000000000e+03
2.754557671621579162e-01,2.546062536189924730e-02,3.454000000000000000e+03
2.768611537293117486e-01,2.468773890032343113e-02,3.401000000000000000e+03
2.782665402964656365e-01,2.390884718498659592e-02,3.357000000000000000e+03
2.796719268636195244e-01,2.322168382798304315e-02,3.302000000000000000e+03
2.810773134307733567e-01,2.262067901234567774e-02,3.240000000000000000e+03
2.824826999979271891e-01,2.198522941546197235e-02,3.182000000000000000e+03
2.838880865650810770e-01,2.127272727272727301e-02,3.135000000000000000e+03
2.852934731322349649e-01,2.056575121163166375e-02,3.095000000000000000e+03
2.866988596993887972e-01,1.994511994742030961e-02,3.043000000000000000e+03
2.881042462665426296e-01,1.938875878220140681e-02,2.989000000000000000e+03
2.895096328336965175e-01,1.880626489615253374e-02,2.937000000000000000e+03
2.909150194008504053e-01,1.823988938817836317e-02,2.893000000000000000e+03
2.923204059680042377e-01,1.762881177707676175e-02,2.853000000000000000e+03
2.937257925351580701e-01,1.712964285714285717e-02,2.800000000000000000e+03
2.951311791023119580e-01,1.658802177858439281e-02,2.754000000000000000e+03
2.965365656694658458e-01,1.601582045621781011e-02,2.718000000000000000e+03
2.979419522366196782e-01,1.560127771514468326e-02,2.661000000000000000e+03
2.993473388037735106e-01,1.513864419762542962e-02,2.611000000000000000e+03
3.007527253709273984e-01,1.469527896995708079e-02,2.563000000000000000e+03
3.021581119380812863e-01,1.424007936507936528e-02,2.519000000000000000e+03
3.035634985052351187e-01,1.382355321732092052e-02,2.471000000000000000e+03
3.049688850723889511e-01,1.341154639175257644e-02,2.425000000000000000e+03
3.063742716395428389e-01,1.297021812080536955e-02,2.384000000000000000e+03
3.077796582066967268e-01,1.258760683760683750e-02,2.340000000000000000e+03
3.091850447738505592e-01,1.221578029642545783e-02,2.294000000000000000e+03
3.105904313410043915e-01,1.184837705646954106e-02,2.249000000000000000e+03
3.119958179081582794e-01,1.152590909090909013e-02,2.200000000000000000e+03
3.134012044753121673e-01,1.114727608494921543e-02,2.166000000000000000e+03
3.148065910424659997e-01,1.087363420427553580e-02,2.105000000000000000e+03
3.162119776096198320e-01,1.053849878934624666e-02,2.065000000000000000e+03
3.176173641767737199e-01,1.021153846153846113e-02,2.028000000000000000e+03
3.190227507439276078e-01,9.794117647058824677e-03,2.006000000000000000e+03
3.204281373110814402e-01,9.488561260803255251e-03,1.967000000000000000e+03
3.218335238782352725e-01,9.205075090626617385e-03,1.931000000000000000e+03
3.232389104453891604e-01,8.889005786428197040e-03,1.901000000000000000e+03
3.246442970125430483e-01,8.585874799357946438e-03,1.869000000000000000e+03
3.260496835796968806e-01,8.291325695581015093e-03,1.833000000000000000e+03
3.274550701468507130e-01,8.005002779321845549e-03,1.799000000000000000e+03
3.288604567140046009e-01,7.741096664782363100e-03,1.769000000000000000e+03
