"gene","cor","pval","FDR"
"B2M",0.404019682933102,9.03012022981215e-301,7.75010068723628e-298
"S100A4",0.39910338109345,6.97255672712032e-293,4.78735744884081e-290
"CD2",0.306374124054959,2.68307168912416e-167,4.00477613424489e-165
"TMSB4X",0.283181961180844,3.46822013913901e-142,3.5018822757836e-140
"HLA-A",0.272298383962526,3.36140239745565e-131,2.9588960078116e-129
"S100A11",0.266008527801231,4.4552793611426e-125,3.4761304651824e-123
"IL32",0.263366976335988,1.48274235907097e-122,1.13116767082015e-120
"CRIP1",0.262611896947852,7.70417769561173e-122,5.62732809128406e-120
"SH3BGRL3",0.25384174913958,1.06545894071682e-113,6.90135951600161e-112
"CLIC1",0.253284344348562,3.42236804969271e-113,2.17573879899909e-111
"SRGN",0.253249401464452,3.68175238437472e-113,2.29808289737426e-111
"MAF",0.249979305081478,3.26108611200328e-110,1.93022562457022e-108
"ACTB",0.23380441024047,2.88563938228648e-96,1.57244444434754e-94
"KLRB1",0.229090952825876,2.13385156985784e-92,1.09336006557044e-90
"GAPDH",0.228541639283801,5.94812616454116e-92,3.00292898865732e-90
"CKLF",0.224506188167681,1.02079722422539e-88,4.93577024051516e-87
"MYL6",0.21728105248784,4.38562814380557e-83,2.06244676954583e-81
"PFN1",0.208572102940589,1.46129762971297e-76,6.4315830292367e-75
"HLA-B",0.205411873249151,2.8841442352981e-74,1.22237866170104e-72
"GZMA",0.199409781107764,5.18964196971881e-70,1.95780669033458e-68
"ALOX5AP",0.198466902301829,2.35085624632398e-69,8.49525209855812e-68
"LGALS1",0.198184826645872,3.68853899052751e-69,1.3190369119251e-67
"AHNAK",0.193696018928429,4.36306938717985e-66,1.51297143496853e-64
"CYTOR",0.191496979499496,1.31124296127962e-64,4.45692780799299e-63
"TNFRSF4",0.190955371007388,3.01236774941513e-64,1.01386847879825e-62
"CD52",0.181462829912829,4.29605669051135e-58,1.41811179024283e-56
"ANXA2",0.180210114667051,2.63232111561164e-57,8.60643656180453e-56
"TYMP",0.179816947227374,4.63696364908653e-57,1.50176379314283e-55
"ITGB1",0.177798103234193,8.31586913307998e-56,2.66807277886575e-54
"CST7",0.176491573714613,5.28771980272703e-55,1.66538918190476e-53
"ISG15",0.175209748266181,3.20153979896926e-54,9.99171466351042e-53
"CD99",0.172443393592553,1.48845259981889e-52,4.56237301355199e-51
"LINC00892",0.171821155128645,3.49888369470307e-52,1.05365506350137e-50
"HLA-C",0.171736873877013,3.92734136106146e-52,1.16228990452793e-50
"CD40LG",0.167866050407751,7.4194009043349e-50,2.12256694204848e-48
"CTSC",0.167268000814872,1.64891925007769e-49,4.63995064386615e-48
"PTPN7",0.165872555761824,1.05056498867144e-48,2.90854000492666e-47
"S100A10",0.165219842110631,2.48412093521819e-48,6.82238973648324e-47
"ITM2A",0.164428808358917,7.01549872539472e-48,1.9114450098635e-46
"IFI44",0.164416076515801,7.1334090827916e-48,1.92826719537193e-46
"S100A6",0.162949402773504,4.82213381876537e-47,1.28328568990864e-45
"MYO1F",0.161638959302128,2.61940735579014e-46,6.90491989456581e-45
"IFI27",0.161634387784589,2.63485145991297e-46,6.90491989456581e-45
"ANXA1",0.160739922560408,8.29556236704024e-46,2.15747466712494e-44
"ACTN4",0.159997596068301,2.13809259601407e-45,5.51885103918518e-44
"ARPC2",0.15998713314128,2.16674511034222e-45,5.55107161477973e-44
"CXCR3",0.159138611277818,6.35841274057312e-45,1.61692081025093e-43
"CYBA",0.15865397371338,1.17280191100402e-44,2.93885325582248e-43
"EPSTI1",0.158095763460547,2.36818993103483e-44,5.89130147336419e-43
"HLA-DRB1",0.157525626498218,4.84142393502475e-44,1.19572722078705e-42
"COTL1",0.157260189591711,6.74775988380862e-44,1.65464712007964e-42
"IFI16",0.156908551425541,1.04660175437016e-43,2.54821547712962e-42
"TNFRSF18",0.155500319204982,6.00803998441267e-43,1.44234973891529e-41
"JPT1",0.154946937516509,1.18857267022441e-42,2.83359026172249e-41
"DYNLL1",0.154591695276018,1.83929823582608e-42,4.35469713351099e-41
"IFI44L",0.153949633922828,4.03863502069726e-42,9.43172382724741e-41
"CD74",0.153825300461516,4.70122015071055e-42,1.09049248495874e-40
"APOBEC3G",0.151815512589621,5.38281751591548e-41,1.2237889094131e-39
"LY6E",0.148565306118748,2.5868543910369e-39,5.72946524156752e-38
"RNF19A",0.147765554065266,6.6194165865204e-39,1.4474176523264e-37
"PTPRC",0.147466401559696,9.39437408182246e-39,2.04119533056307e-37
"IL2RG",0.146654858877277,2.41959377270892e-38,5.19154088856858e-37
"NIBAN1",0.144769268259767,2.13482540003392e-37,4.52398493723237e-36
"PSMB9",0.144140716805076,4.38304501942805e-37,9.23128438754387e-36
"KLF6",0.144105707324077,4.56179504625839e-37,9.54917219134454e-36
"NR3C1",0.143274406311419,1.17508553474512e-36,2.44489008532121e-35
"CCL5",0.143240669954407,1.22094062116494e-36,2.5249934653369e-35
"CORO1B",0.1427574616926,2.11044585749245e-36,4.33841953818657e-35
"SYNE2",0.141816063159754,6.09612922567458e-36,1.24571497807981e-34
"TRAC",0.140871947125708,1.7535400880605e-35,3.56207285343888e-34
"SLAMF1",0.138894229759847,1.56647474841789e-34,3.14485836919218e-33
"JUND",0.137758419199548,5.43065172187968e-34,1.07765476076375e-32
"TIGIT",0.136812162069645,1.51775413744231e-33,2.97739997362254e-32
"TNFSF14",0.136058400704669,3.42369317143317e-33,6.67814696450572e-32
"MYL12B",0.135819710359443,4.42541450683101e-33,8.58330395590444e-32
"LIMS1",0.135655261955356,5.27993254542263e-33,1.01831508024921e-31
"GBP5",0.135007722472978,1.05589466322494e-32,2.01382576602845e-31
"LCP1",0.134485179416545,1.842624594231e-32,3.49487858121272e-31
"DOK2",0.134473676948126,1.86530153356854e-32,3.51845063996746e-31
"OPTN",0.134370019117551,2.08257362528099e-32,3.88558437803786e-31
"CCDC107",0.134219117148769,2.44451896747546e-32,4.53623438667204e-31
"TNF",0.133105894183169,7.92719490935538e-32,1.46312151203317e-30
"STAT1",0.133059084825652,8.327371138924e-32,1.52400118935216e-30
"RNF213",0.133056980299638,8.34582649572401e-32,1.52400118935216e-30
"FTH1",0.132837649964923,1.0509521342052e-31,1.90895168080764e-30
"CAPG",0.132071220873525,2.34474420342511e-31,4.23658255282021e-30
"LINC01871",0.131397837353917,4.72714250167488e-31,8.47968271110348e-30
"SAMD9L",0.131394714757931,4.74249659345141e-31,8.47968271110348e-30
"STOM",0.129670680999058,2.80773702667972e-30,4.94305703209819e-29
"CFL1",0.129507472124695,3.31843543124755e-30,5.78283697232123e-29
"RHOC",0.129423776017636,3.61506278708042e-30,6.26793462022579e-29
"CD4",0.129410220895136,3.66551904203601e-30,6.32348083985407e-29
"PDIA6",0.129108331312013,4.9892332946338e-30,8.56401895023891e-29
"RBPJ",0.128435075877193,9.89687407670095e-30,1.69034670175693e-28
"SAMSN1",0.128041887802817,1.47396642168576e-29,2.50501323051842e-28
"IFI6",0.127828722856018,1.82829917444447e-29,3.09189707678219e-28
"PYHIN1",0.126253791554698,8.87934665347003e-29,1.48696571031037e-27
"TNFRSF1B",0.1258118283178,1.37856673855019e-28,2.29738816186543e-27
"HLA-DPA1",0.125600268784364,1.70073761448658e-28,2.82059528045044e-27
"PARP14",0.125552882917995,1.78256497851899e-28,2.94208921694985e-27
"SP100",0.125212137843731,2.49784998258384e-28,4.10292774651212e-27
"ITGAL",0.124482810939205,5.12647433272604e-28,8.34084662760592e-27
"ITGB2",0.124435210522738,5.37197433233328e-28,8.69905088816044e-27
"CD82",0.123482000932403,1.36549181552388e-27,2.20081380408145e-26
"BLOC1S1",0.12308381288217,2.01187051837211e-27,3.22745396708947e-26
"BATF",0.123030649088455,2.11850850151237e-27,3.38271613287999e-26
"BST2",0.122395039281763,3.92136660444639e-27,6.23243127456688e-26
"EMP3",0.122144381955148,4.99465309608848e-27,7.90167929901923e-26
"ANXA5",0.121302446628418,1.12155582313283e-26,1.75812837480137e-25
"MXD4",0.120856589530403,1.71738379816452e-26,2.66777311271438e-25
