"UMAP_1","UMAP_2"
-2.20870984284477,5.22397636159226
-2.7882856198986,5.2803051350908
2.61653470309182,-5.38655163065627
-3.36082113473014,-3.15668059603408
-3.50456608025626,6.05155490620896
5.29161130698128,-6.61545206324294
-2.29126370637016,3.01013897641465
-2.99003160683708,7.92818235142991
-5.56117237298087,-10.2987673403426
4.96178828986092,-6.73494888560012
4.54840051443978,-6.73529077784255
4.57467066557809,-6.68537355677321
5.42617904456063,-5.98553491846755
-3.79196775643424,-2.85605860964492
-3.65411413399772,7.09230827077195
2.11664461405678,-5.86000849024489
-12.2300642797192,2.11823545678422
-3.53903568474845,7.87965749486253
1.92383562834664,-6.01359297053054
2.29412280829354,-5.95904709116652
-3.76327121941642,8.62003492100999
1.9305944374363,-5.80730987803176
-3.45924080102042,7.23541187032029
-5.70909536568717,-10.9813006045027
5.00696241171761,-6.92928100840285
-3.31826770989494,-3.05364419237807
2.50021933825417,-4.96539379374221
-3.96095455376701,-3.19504643694594
5.73620664389535,-13.7395584704085
5.92484676154061,-13.3820335985823
4.07135688574715,-6.83641983286574
-2.21489632813529,-2.61998296992019
5.28851758749886,-4.09194256083205
-3.71489036767082,7.94450258000657
5.65556346686288,-13.5260641695662
4.50550877364083,-6.753566515605
-4.0626882383068,-2.78051568285659
-2.02621496407584,3.47799371465013
4.65891634734078,-6.91831804529861
1.41150271208687,2.44189487679765
4.33508359702035,-6.74571014658645
-5.05317486016349,-10.4796202303572
4.64421355040475,-6.76603294626906
-3.90288770882682,7.73239492162034
-4.07202661721305,8.20902608617112
-2.90922678200797,-2.49105550066665
-1.14818013398246,5.08726810200974
4.42528020651742,-6.94835211054519
1.87604223997994,-5.58476473108962
-3.65632141320304,8.31021474583909
-2.87634528367118,8.17203305943772
3.51641070158883,0.287587660391779
-0.016520447417062,3.50931643231675
-1.27993036000327,4.18758820279405
-1.60102380005912,2.61791013463304
3.61870633871957,-6.12609125391677
-3.6879552671154,7.2394320844011
4.16770564825936,-5.83405901209548
5.37275754721566,-7.22754646555617
-1.52733481614188,-1.19852210299209
-3.62817657677726,-3.16906429545119
5.7619754007618,-12.7285425783797
4.12696801932259,-6.533924353282
5.23720180304452,-7.19036842600539
-1.6624790498455,3.15144633038804
5.05391608984872,-6.07737613932326
-12.0683525869091,1.95573710187242
-2.60749090401725,7.98302196248338
2.72581803114815,-6.06325460688308
2.82152330191537,-5.39445663706496
2.49099385054513,-4.95151163355544
-3.3277462789257,8.64266179784104
5.84137498648568,-13.2511255861922
5.86460077078744,-12.436512243907
-1.91435349671439,5.03047202809617
5.71659051688119,-13.6444418551131
5.62978135855599,-13.2039349199934
5.85061370642586,-13.9766504885359
5.58555709631844,-13.5838949801131
5.79640590460702,-13.5017168642683
-12.3720759221752,2.2630635379152
-2.14187706200675,5.83499644978806
-2.76330292908744,6.27233146413133
-1.46814430443839,-0.826340329806356
-3.4360603162487,5.37971280797288
1.45397280962868,0.193022835095377
-1.86905348984794,-1.77563143984511
5.84938203604622,-12.2776205660506
4.60436808379098,-6.28578592554763
-0.788032776995462,4.04822086079881
1.79669760973855,2.34833322747514
-3.49747551171378,8.45409702046678
2.30467080386086,-5.92564131037429
6.31410419257088,-5.32365680948928
-3.80104435174064,8.45215677007005
-0.381967551394265,3.65622161610887
1.60801380188866,-4.1007549883528
-3.64011562554435,8.5253002522783
-0.266708976908487,3.77583574040696
2.5639408758442,-5.70434881464675
-1.83132708756522,3.17408250554368
1.84467100413247,2.63267480119035
1.82930290015145,0.666784900267573
-4.31728494851188,7.57118486150071
-2.67260850159721,5.65689061864182
-4.20963228432731,-2.73410702959731
-2.18833268372611,6.96460317357347
-4.15535343377189,-2.78739572779372
3.18777167113228,-5.58200718180373
-3.62746895043449,7.65271400197312
3.21791302473946,-0.0972225190801903
-3.12778628556327,-3.25233174578383
-0.837662107630533,3.05593298657701
-3.68935239998893,7.87289546712205
-1.07459581582145,5.10312484486863
4.88524209769173,-7.05872513071731
1.55773686678811,-1.57435776011184
-5.72815597741203,-10.9545519472761
-3.35989607064323,8.65973590596482
2.26406144411965,-1.56030656115249
-1.61350000588493,-10.2183268191023
-3.62629163949088,8.6825587628679
2.24376785071297,-5.93369652048781
2.35723423273965,-5.96935297266677
-2.62635219780998,7.27468608601853
-12.1418618032177,2.02987884267137
3.98165475638314,-7.11830164210036
2.05198799879952,-6.40859676615432
-12.215445406123,2.10374282582566
5.17921840460702,-6.02476335779861
-2.07291258065299,-2.06354452387526
-1.79357660500602,7.37606452687547
-3.8210734197338,-3.07403589503005
1.81762515814706,-5.79613329188064
-3.86501777855949,-2.9643774153395
-3.2226060697277,8.27180265172288
2.17314254553719,-5.30928541437819
-2.38212526528434,-2.27984143511489
-3.77419031350211,-2.86859155909255
3.5117803743641,-5.91113353983596
-1.76014054505424,5.13022016270921
-3.99779880730705,5.89407180531785
4.96630441458626,-4.3025806070967
