"hPC1","hPC2","hPC3","hPC4","hPC5","hPC6","hPC7","hPC8","hPC9","hPC10","hPC11","hPC12","hPC13","hPC14","hPC15","hPC16","hPC17","hPC18","hPC19","hPC20"
-0.839685526409971,-5.29026787568218,-4.16783899395312,1.9188018465511,-2.52625151719157,0.172659957722752,1.2035510152897,1.06643647857214,0.199262105836379,1.80260186229925,-2.45154008415546,-0.240819862375716,-0.323797192511182,0.915471631046413,0.074634350299434,0.743670964797432,0.648797262342163,-0.11841398654168,0.503904892860955,1.11935542121306
-1.01927549448817,-4.75660219307252,-3.5086767175546,-1.27382394330052,1.29678808617649,-3.62471299251613,1.2029437019788,-0.185386973207701,2.01264066887423,1.34625785457068,1.0883030113574,-1.33124524076328,-0.541816248152225,-0.673935969467184,-0.195476379870794,0.457385753683748,1.25569433548579,-0.284497250047534,0.898683432075146,-1.04978437012547
-0.131078159474043,-5.57188570531931,-3.35794150360939,-0.551911947812077,-4.05971309927587,-0.402248709342087,1.92647978522952,-2.80061484084745,-2.61847078109933,-0.412779502666645,0.137261075950853,-1.01868704067094,0.996971524346327,0.487195255548568,0.518173543599696,0.315248886886548,0.66862315161608,-1.97721497393586,1.43600300788659,0.658221453512328
-3.83472723695086,-3.97571955138468,-2.89068842909121,0.236247160351447,-2.01344448843919,-1.60235515391501,1.25555931207708,-0.474822730417013,0.60033546343909,-0.628212567032229,-2.62100725943022,2.20954443743634,1.18838024134676,1.49858391434155,-1.1024525971882,-1.54729545324665,0.251485533818721,1.92303686750751,0.033771366395541,-0.40123600659932
-0.78345398250929,4.87183410009531,-0.344153646690703,-2.24055482183851,-2.54381359762693,-0.772738887718982,-0.586247287653173,0.163573520117419,0.0309031165878018,0.291876510810834,0.357024841133201,1.81403910893229,2.28674195254759,1.92381627718597,1.89361717022378,-0.0674631911749267,0.928979839773076,0.241034026176253,0.640234036504357,0.0853184346474633
-1.34824581439227,10.10247849609,1.1858285450102,-2.46031241090883,0.791839880114697,-0.822469688486721,2.0799581040393,1.62671690386416,-1.60527750569831,0.349125888437807,1.12085643419226,0.578122430154381,1.93516891111549,-0.340930463628091,1.25686283219683,2.21975901010717,1.79110394511677,-1.22542459325606,2.27002208136334,-1.29480164921993
0.196779428404552,-6.43989203048475,-3.3270673627833,0.442083897570509,0.566884061728667,-1.00104084246746,-1.49349538726873,-0.256159988499664,-4.34824928182133,0.26959127325774,0.470147856198721,0.287107701718995,0.40232044271913,-0.68821903323025,0.642362836840837,-0.246314940710559,1.46009037158438,-2.13461562729193,3.24408743757593,1.65617829847162
-3.20039337607456,-7.15430340619091,-1.96367462470318,0.394766414359255,0.150369557782395,-2.2849862665524,-0.10205651136538,-0.536423765860853,0.953711741693455,0.23176087320892,-2.38562798358136,0.1230928307979,-0.324577485291207,0.43145838416114,-0.140962213069368,-0.345933228232565,-0.294399705041895,1.94081031134486,-0.312237105393675,1.14821769338571
-2.32792977340227,-8.30470179719569,-1.62855568933956,-0.115941115992314,2.26922241199776,-0.737712567732479,0.867692480206221,1.95532920732606,3.40906415823136,0.567490292594292,0.494622190550117,0.446749845513406,-1.27028114174933,1.4850232952502,-0.718686388558192,0.0282247703222829,0.61728869492145,-0.898749665681379,1.03145198672142,-1.15577360876964
-4.3796677471693,-6.83376774745876,-1.025071334309,-0.732126352926099,-2.6108727111671,-0.558429777397479,3.34682036212544,-3.28476081387743,-1.00647941550427,0.0711796387403649,-0.187232286965977,-2.02969580541923,0.976869843607792,-0.686872798015209,-0.347633838974225,-0.788879447755008,-0.103228593355989,-0.0464768575440248,-0.0346247450127069,0.0943548912586648
