"UMAP_1","UMAP_2"
-5.32786172024051,-1.42006378448232
-2.76444500080386,2.85919816219584
-0.783184820330536,-3.93740456378682
1.26484880455693,-3.48949663913472
4.15070135005673,3.70360572063701
3.39707047351559,-5.39553301608785
-3.70502846828738,1.28702027523295
5.2577539146777,6.34829051220195
1.32675135740002,-0.301142206551866
-4.49645369640628,-1.65354769504292
-4.9569825469617,-3.3275460509084
-4.81913512340823,0.471280285952254
5.67882067569455,6.2295919152476
-4.06252377620975,-0.206537326934175
-3.14393418422977,-1.81412034309133
3.07168490298947,5.63932521068828
-4.62205880276004,-2.59853952205403
3.54313213237485,-0.82256846702321
-2.94641655079166,0.632707903025313
0.616276478850448,-3.41415875232442
-4.39801495662967,0.860639998552962
4.27803141483029,8.27287633144633
-0.622466498530304,-3.89878599918111
-0.761848264849579,-4.25818031108602
2.78458923705777,-6.13741963184102
-3.62194150081912,-1.79389958656056
6.14133889087399,7.06156975948588
-3.06593578449527,2.61236817562358
5.48488337405881,7.21143347942607
3.79093367465695,-7.04960196292622
1.96492869266232,-5.23480408466084
3.00494272121152,-4.37238638675435
4.13842374690732,4.51506287777202
2.82538229831418,7.00762612545268
-5.61994927517215,0.476509520647688
0.947937584006393,-4.79237931049092
-3.27424853435794,2.57454807483928
-1.40488165012637,-1.63049977100118
-2.92232673755923,-2.13114016330464
-4.07268231502811,-3.96411006725057
3.74248749622067,-6.21844618594869
-3.62582676998416,-3.73152082240804
5.61614281543454,7.80928475582378
1.00776091077288,0.144829997656508
-4.65337126842777,-0.583789108457403
2.76745707400998,-5.52767126834615
3.0977585972186,0.61648375713603
-1.34079926601688,-3.27301066196187
12.9230533302661,1.44367165291087
-3.65846341244022,-2.02196257388814
2.79112452872952,0.515623757479353
1.99876982578,1.15943486416118
-1.74508779636661,-0.10877304351552
-0.943759852564728,-4.58193676746114
11.6613708198901,-0.0808391777299211
2.91047722705563,-0.242884567143755
-5.57865803829471,0.0657149049021438
-2.1293834983472,1.59186727726237
3.01033479579648,-5.58095448291524
5.23650843509396,5.93310839855449
-2.87658851734439,-2.81841414249166
-4.54714673153201,-2.63012783801778
-2.47240226856509,-3.13896100795491
-1.63513844600955,0.494547316668196
