"gene","beta","stderr","t","p","celltype","padj","label_color","leadingEdgeIn"
"EFHD2",-0.127392830157197,0.0304985688827988,-4.17701009666218,5.4987396477903e-05,"Myeloid",0.244968851309058,"grey",""
"DDI2",-0.049624540934836,0.0618005162121085,-0.802979392025096,0.423510817684951,"Myeloid",1,"grey",""
"PLEKHM2",0.13496562057181,0.0488488226536607,2.76292473881549,0.0065942204870315,"Myeloid",1,"grey",""
"SPEN",-0.113651487971915,0.0508344163394223,-2.23571934441151,0.0271446171011987,"Myeloid",1,"grey",""
"SZRD1",-0.205174210364258,0.0540118375867418,-3.79868968602953,0.000225927910025545,"Myeloid",1,"grey",""
"NECAP2",-0.0910664990028794,0.0555847590338666,-1.63833577019547,0.103866430881471,"Myeloid",1,"grey",""
"BX284668.5",-0.258447868929722,0.0546179522934009,-4.73192161327052,5.91387046066367e-06,"Myeloid",0.0263462929022567,"grey",""
"SDHB",-0.0867682121964549,0.0522677242595654,-1.66007250986397,0.0994065129308292,"Myeloid",1,"grey",""
"RCC2",-0.18070371323237,0.0513316694496223,-3.52031631096112,0.000602148050063108,"Myeloid",1,"grey",""
"ARHGEF10L",-0.0210239274645832,0.059653719727871,-0.352432799840318,0.725107231013021,"Myeloid",1,"grey",""
"MRTO4",-0.0391624081431778,0.0522001256939532,-0.750235897376666,0.454522471949574,"Myeloid",1,"grey",""
"AKR7A2",-0.149776685726019,0.0575984285840487,-2.6003606245518,0.0104346199657023,"Myeloid",1,"grey",""
"CAPZB",-0.040368774563317,0.0318086283570921,-1.26911396839016,0.206758421938005,"Myeloid",1,"grey",""
"MICOS10",-0.027962750502396,0.0348329774129495,-0.802766590145138,0.423633368300243,"Myeloid",1,"grey",""
"DDOST",-0.130746688677091,0.0492883999305395,-2.65268681599215,0.0090212573117549,"Myeloid",1,"grey",""
"HP1BP3",-0.165219385350228,0.0453551915683748,-3.64278883269963,0.000393708704560486,"Myeloid",1,"grey",""
"EIF4G3",-0.138453467000425,0.0575151237249856,-2.40725322373388,0.0175348821670114,"Myeloid",1,"grey",""
"USP48",-0.257629281488178,0.0547221998153765,-4.70794818843862,6.53566841131618e-06,"Myeloid",0.0291164027724136,"grey",""
