"gene","beta","stderr","t","p","celltype","padj","label_color","leadingEdgeIn"
"RPL37",-0.191476048426761,0.0289762094923181,-6.60804334940785,1.01012546230974e-09,"Myeloid",4.50010893458991e-06,"grey",""
"SELENOP",-0.499310332276649,0.0845029748875715,-5.9087899916064,3.05895384069e-08,"Myeloid",0.000136276393602739,"grey",""
"ZNF131",-0.255923189598152,0.053601013939692,-4.77459605309142,4.94589770860477e-06,"Myeloid",0.0220339742918342,"grey",""
"PAIP1",-0.169012156069303,0.0510837206900549,-3.30853261638412,0.00122532475762669,"Myeloid",1,"grey",""
"NNT",-0.123356432694458,0.0547321221736494,-2.25382148170837,0.0259492040416084,"Myeloid",1,"grey",""
"NDUFS4",-0.112621617358455,0.0454135144745359,-2.47991415466432,0.0144722678294408,"Myeloid",1,"grey",""
"SNX18",-0.41204367714386,0.0661247505727837,-6.23130784728363,6.49018887443101e-09,"Myeloid",2.89137914355902e-05,"grey",""
"DHX29",-0.18512194903805,0.0583270643431775,-3.17386021605429,0.001893887002145,"Myeloid",1,"grey",""
"MTREX",-0.290067414266764,0.0587569565640891,-4.93673313304397,2.48551070697573e-06,"Myeloid",0.0110729501995769,"grey",""
"IL6ST",-0.435583084599876,0.0518366491584058,-8.40299463163201,8.18294731890496e-14,"Myeloid",3.64550303057216e-10,"grey",""
"MAP3K1",-0.45153956583757,0.058090395253909,-7.77305032723436,2.43408690231857e-12,"Myeloid",1.08438571498292e-08,"grey",""
"GPBP1",-0.250674075005377,0.0473590101194696,-5.29305985013237,5.22269393032883e-07,"Myeloid",0.00232671014596149,"grey",""
"NDUFAF2",-0.123090580784292,0.055449079080757,-2.2198850337085,0.0282294281870404,"Myeloid",1,"grey",""
"SMIM15",-0.104011749260363,0.0559561922682227,-1.85880677444579,0.0654063632155893,"Myeloid",1,"grey",""
"ZSWIM6",-0.256359246760555,0.0625099478240075,-4.10109519659682,7.35449751910374e-05,"Myeloid",0.327642864476072,"grey",""
"SREK1IP1",-0.150051979853069,0.0589345321860258,-2.54607908618724,0.0121085972821003,"Myeloid",1,"grey",""
"SGTB",-0.0149923183973947,0.055004759920151,-0.272564018444199,0.785638117450608,"Myeloid",1,"grey",""
"NLN",0.0143779756696518,0.052873752680016,0.271930304562741,0.786124240389517,"Myeloid",1,"grey",""
"ERBIN",-0.339584364844301,0.0563394614405176,-6.02746913374083,1.73734217865572e-08,"Myeloid",7.73985940591125e-05,"grey",""
"SREK1",-0.167583211402821,0.0506296693732449,-3.3099803628459,0.00121951754658233,"Myeloid",1,"grey",""
"CD180",-0.193431860744931,0.0595394941464763,-3.24879919653095,0.00148873198037983,"Myeloid",1,"grey",""
"PIK3R1",-0.142057878675735,0.0512249940004489,-2.77321415937091,0.00640114381216242,"Myeloid",1,"grey",""
"MRPS36",-0.135038217768049,0.0517814346428092,-2.60785006633264,0.0102207966111157,"Myeloid",1,"grey",""
"AK6",-0.143523856603761,0.05349028848694,-2.68317596826579,0.0082798339975364,"Myeloid",1,"grey",""
"TAF9",-0.0683700497212861,0.0529930310739078,-1.29017058159841,0.199373043668797,"Myeloid",1,"grey",""
"NAIP",-0.372332253664743,0.0537088009680665,-6.93242535587639,1.959547563093e-10,"Myeloid",8.72978439357933e-07,"grey",""
"BDP1",-0.228560261809682,0.0576958539989721,-3.96146769599344,0.000124380850015257,"Myeloid",0.554116686817969,"grey",""
"TNPO1",-0.0597866853920717,0.0529041057073502,-1.13009537903908,0.260599856785319,"Myeloid",1,"grey",""
"FCHO2",0.132808995925028,0.0601343405356021,2.20853832838492,0.0290298676640617,"Myeloid",1,"grey",""
"BTF3",-0.126677114162182,0.0392761761065253,-3.22529142904866,0.00160618661174518,"Myeloid",1,"grey",""
"HEXB",0.299409958883878,0.0495080505829157,6.04770245159277,1.57671474893044e-08,"Myeloid",7.02426420648512e-05,"grey",""
"NSA2",-0.163593849575046,0.0432116281776011,-3.785875619004,0.000236623795719733,"Myeloid",1,"grey",""
"CERT1",-0.0793311598578236,0.0475301376900519,-1.66907069310737,0.0976061157938988,"Myeloid",1,"grey",""
"POLK",-0.301386529820731,0.0522472142733663,-5.76847079815252,5.92652599087812e-08,"Myeloid",0.00026402673289362,"grey",""
"IQGAP2",-0.0290427139117953,0.0553507456728307,-0.524703209663373,0.600718841819216,"Myeloid",1,"grey",""
"AGGF1",-0.113533200668018,0.0553947294092371,-2.04953073837177,0.0425022181380635,"Myeloid",1,"grey",""
"WDR41",-0.252542959521933,0.0555722529860904,-4.54440743270107,1.28162855833579e-05,"Myeloid",0.0570965522738592,"grey",""
"TBCA",-0.133100595754267,0.0449692070272933,-2.95981638443132,0.0036836120731127,"Myeloid",1,"grey",""
"AP3B1",-0.185968857958698,0.0598173681017449,-3.10894417224073,0.00232541161010373,"Myeloid",1,"grey",""
"SCAMP1",-0.0958279717151765,0.0542509053727153,-1.76638474614973,0.0797723585918073,"Myeloid",1,"grey",""
"LHFPL2",0.484640262326194,0.0552498671380162,8.77179054775904,1.08805985208197e-14,"Myeloid",4.84730664102517e-11,"grey",""
"TENT2",-0.112079009902649,0.0531405575295806,-2.10910489300494,0.0369307102839577,"Myeloid",1,"grey",""
"ZFYVE16",-0.0327786531429696,0.0556077140668032,-0.589462337969721,0.556615074404285,"Myeloid",1,"grey",""
"ZCCHC9",-0.251346434378256,0.0540449169388147,-4.65069517384606,8.28745958430694e-06,"Myeloid",0.0369206324480874,"grey",""
"RPS23",-0.175008502611625,0.0128272446492284,-13.6434992391099,1.61658224281608e-26,"Myeloid",7.20187389174562e-23,"grey",""
"TMEM167A",-0.217633883933282,0.0505343090466047,-4.3066559737182,3.31932177213639e-05,"Myeloid",0.147875784948676,"grey",""
"COX7C",-0.0851546688014431,0.0476626058765313,-1.78661378737944,0.0764238565998292,"Myeloid",1,"grey",""
"RASA1",-0.0365485491046417,0.0663441142438719,-0.550893617635683,0.582689878052292,"Myeloid",1,"grey",""
"CCNH",-0.326861136004342,0.0627362419441638,-5.21008472734553,7.55321280685388e-07,"Myeloid",0.0033649563054534,"grey",""
"TMEM161B-AS1",-0.209383988508244,0.0587247792214921,-3.56551342183018,0.00051536990483048,"Myeloid",1,"grey",""
"MEF2C",-0.322337828116245,0.0503624747645933,-6.40035720291611,2.8343491072446e-09,"Myeloid",1.26270252727747e-05,"grey",""
"ARRDC3",-0.203707077405083,0.0535757878600459,-3.80222271181938,0.000223060652492757,"Myeloid",0.993735206855232,"grey",""
"MCTP1",-0.320649254186897,0.0508758194953252,-6.30258652081978,4.58250560921522e-09,"Myeloid",2.04150624890538e-05,"grey",""
"TTC37",-0.0794484700376346,0.0636118093618904,-1.24895787173178,0.21401437715388,"Myeloid",1,"grey",""
"GLRX",-0.153586664733932,0.0547850409427397,-2.80344163463267,0.00586333807536986,"Myeloid",1,"grey",""
"CAST",-0.102995563358849,0.0534019000888454,-1.92868724123101,0.0560368035002119,"Myeloid",1,"grey",""
"LNPEP",-0.320938545708097,0.0503780621330248,-6.37060125220079,3.28181103730548e-09,"Myeloid",1.46204681711959e-05,"grey",""
"CHD1",-0.450212031642274,0.0579214296169503,-7.77280593071761,2.43725550203495e-12,"Myeloid",1.08579732615657e-08,"grey",""
"ST8SIA4",-0.331969786659154,0.0606162145896976,-5.4765839290066,2.2823692394607e-07,"Myeloid",0.00101679549617974,"grey",""
"PPIP5K2",-0.226800877050315,0.0595738070768882,-3.80705696309784,0.000219193341204581,"Myeloid",0.976506335066406,"grey",""
"PJA2",-0.0830893480534081,0.0474309036365677,-1.75179770324572,0.0822610899132791,"Myeloid",1,"grey",""
"MAN2A1",-0.231283792035151,0.0576439030713289,-4.01228542329895,0.000102876737351161,"Myeloid",0.458315864899421,"grey",""
"APC",-0.182239788116556,0.0521349380456627,-3.49554051367511,0.000655381489504628,"Myeloid",1,"grey",""
"SRP19",-0.241807373412621,0.0549523063414467,-4.40031346291725,2.29066269882269e-05,"Myeloid",0.102049023232551,"grey",""
"REEP5",0.00774598400335869,0.0506450711331738,0.152946453229185,0.878687121251861,"Myeloid",1,"grey",""
"DCP2",-0.362698288543183,0.0534640956177268,-6.78396004556981,4.16796461191152e-10,"Myeloid",1.85682823460658e-06,"grey",""
"PGGT1B",-0.280512617765557,0.0566904694595116,-4.9481442020144,2.36676766320522e-06,"Myeloid",0.0105439499395793,"grey",""
"CCDC112",-0.0690912126645382,0.0503336873071095,-1.37266344591407,0.172314783029262,"Myeloid",1,"grey",""
"TMED7",-0.0810869482334425,0.0562214394384901,-1.44227805341336,0.151724884404107,"Myeloid",1,"grey",""
"ATG12",-0.200894567952539,0.0564384187457941,-3.55953572791247,0.000526129029476001,"Myeloid",1,"grey",""
"AP3S1",-0.0637071648498316,0.0572273292409269,-1.1132297399661,0.26774593834369,"Myeloid",1,"grey",""
"COMMD10",-0.233805629420076,0.0567068764423819,-4.12305603990794,6.76361171519732e-05,"Myeloid",0.301318901912041,"grey",""
"TNFAIP8",-0.294174209933314,0.0461379696761808,-6.37596781995338,3.19626274275749e-09,"Myeloid",1.42393505189846e-05,"grey",""
"HSD17B4",0.128441553779383,0.0644072019152139,1.99421105031801,0.0483051190890749,"Myeloid",1,"grey",""
"SRFBP1",-0.240643016860042,0.059735350795602,-4.02848587402553,9.68027368364455e-05,"Myeloid",0.431256192606365,"grey",""
"SNX2",-0.0164019846270428,0.051835114463894,-0.316426129211458,0.752206886224639,"Myeloid",1,"grey",""
"SNX24",0.168804992342681,0.0579313308761352,2.91388079282364,0.00423046490923296,"Myeloid",1,"grey",""
"PHAX",-0.190572174766689,0.0558718207905587,-3.41088176598126,0.000872620309294266,"Myeloid",1,"grey",""
"HINT1",-0.152251770422941,0.0520666502730033,-2.92417064713464,0.00410185916430867,"Myeloid",1,"grey",""
"CDC42SE2",-0.361301994868925,0.0552550205671609,-6.53880844057914,1.427133401614e-09,"Myeloid",6.35787930419039e-06,"grey",""
"FNIP1",-0.10724296967044,0.0528813936337331,-2.02799060881841,0.044686666342687,"Myeloid",1,"grey",""
"IRF1",-0.69493928409188,0.0616993615426053,-11.2633140233064,9.60303300442859e-21,"Myeloid",4.27815120347294e-17,"grey",""
"RAD50",-0.157064459032756,0.0538419868520934,-2.91713713062298,0.00418937134096619,"Myeloid",1,"grey",""
"UQCRQ",-0.0576509890503257,0.044044483391245,-1.3089264446177,0.19296050320442,"Myeloid",1,"grey",""
"AFF4",-0.122763344895877,0.0506456603319118,-2.42396572759312,0.0167835651432879,"Myeloid",1,"grey",""
"ZCCHC10",-0.0844122003052062,0.0540258463433704,-1.56244105402274,0.12071234653744,"Myeloid",1,"grey",""
"HSPA4",-0.0354307452377177,0.0550114357981673,-0.644061452380745,0.520715626746785,"Myeloid",1,"grey",""
"C5orf15",-0.217802624929232,0.0498890060267119,-4.36574392387403,2.6283478251338e-05,"Myeloid",0.117092895609711,"grey",""
"VDAC1",0.153082586171584,0.0482917152226759,3.16995545645275,0.0019175795298907,"Myeloid",1,"grey",""
"SKP1",-0.0571909536821534,0.0448564372584377,-1.27497762144263,0.204681902812802,"Myeloid",1,"grey",""
"PPP2CA",-0.154189330357723,0.0594534600198595,-2.59344587020198,0.0106356031949825,"Myeloid",1,"grey",""
"UBE2B",-0.0908567395057441,0.0461037210194223,-1.97070296055862,0.050967794805252,"Myeloid",1,"grey",""
"SAR1B",-0.0458207608211918,0.0534014931236897,-0.858042690212065,0.392511143523415,"Myeloid",1,"grey",""
"CAMLG",-0.199524756084215,0.05453674755883,-3.65853786694894,0.000372500867925965,"Myeloid",1,"grey",""
"DDX46",-0.180884150075168,0.0495399292491269,-3.65127994360944,0.000382136587768687,"Myeloid",1,"grey",""
"C5orf24",-0.17571533264383,0.0531082618945872,-3.30862518138141,0.00122495268815875,"Myeloid",1,"grey",""
"TXNDC15",-0.249544486734944,0.0571173128863735,-4.36898155960831,2.59479212125902e-05,"Myeloid",0.11559798900209,"grey",""
"H2AFY",0.0426211473971357,0.0385877697896725,1.10452476599315,0.271487149649826,"Myeloid",1,"grey",""
"TGFBI",0.0837938254865307,0.0621890335760057,1.34740517207299,0.180287059372546,"Myeloid",1,"maroon","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"
"HNRNPA0",-0.223015295329579,0.0513888448779547,-4.33976081500229,2.91318840053648e-05,"Myeloid",0.1297825432439,"grey",""
"FAM13B",-0.236507899199558,0.053315647530495,-4.43599412469448,1.98609378871321e-05,"Myeloid",0.0884804782871733,"grey",""
"EGR1",-0.532135727919904,0.0700541847224575,-7.5960591080766,6.22266460931089e-12,"Myeloid",2.772197083448e-08,"grey",""
"ETF1",0.00346063375727437,0.0545798956656834,0.0634049170498912,0.949545351603348,"Myeloid",1,"grey",""
"HSPA9",0.0174542552041296,0.0475963167758337,0.366714409569435,0.714452075764144,"Myeloid",1,"grey",""
"CTNNA1",-0.0478761587992526,0.0521529567429816,-0.917995101125218,0.360389327034163,"Myeloid",1,"grey",""
"SIL1",-0.00848485983233399,0.0567734705242528,-0.149451138955991,0.881438523063074,"Myeloid",1,"grey",""
"PAIP2",-0.182931110529295,0.0421034961855728,-4.34479620701851,2.85576398526766e-05,"Myeloid",0.127224285543674,"grey",""
"TMEM173",-0.416681092057311,0.0576133795834638,-7.23236677087603,4.18179488258633e-11,"Myeloid",1.86298962019221e-07,"grey",""
"UBE2D2",-0.116807501501746,0.0461320053786908,-2.53202739709429,0.0125794657169979,"Myeloid",1,"grey",""
"CXXC5",0.0987453048075982,0.0598436060120875,1.65005606092075,0.101442087520142,"Myeloid",1,"grey",""
"PURA",-0.297086711301335,0.0616737271471687,-4.81707081837965,4.13574526906419e-06,"Myeloid",0.018424745173681,"grey",""
"CYSTM1",0.170725075970756,0.0558117392433946,3.0589456319615,0.00271807183445075,"Myeloid",1,"grey",""
"PFDN1",-0.122916906529913,0.0510126235459677,-2.40953901183207,0.0174303925739166,"Myeloid",1,"grey",""
"ANKHD1",-0.178614483954848,0.0508236366416098,-3.51439794075293,0.000614480865143483,"Myeloid",1,"grey",""
"SRA1",-0.263302074457514,0.0591319111740114,-4.4527915507868,1.85659924272993e-05,"Myeloid",0.0827114962636185,"grey",""
"CD14",0.028333539898007,0.0458586592767391,0.617844924925196,0.537801586785641,"Myeloid",1,"grey",""
"NDUFA2",-0.0434189183597749,0.0424221672631765,-1.02349599657214,0.308050063383061,"Myeloid",1,"grey",""
"IK",-0.173725300521202,0.057629858478797,-3.01450159876965,0.00311769154507598,"Myeloid",1,"grey",""
"ZMAT2",-0.190802083720599,0.0530085141733388,-3.59946108084962,0.000458099938668785,"Myeloid",1,"grey",""
"TAF7",-0.218542546660014,0.0494103899909,-4.42300792809494,2.09212911956838e-05,"Myeloid",0.0932043522767715,"grey",""
"DIAPH1",-0.290381668374937,0.0505433967077002,-5.74519496689658,6.60837044545568e-08,"Myeloid",0.000294402903345051,"grey",""
"HDAC3",-0.206315975406864,0.0560194475677842,-3.68293484431848,0.000341768836046814,"Myeloid",1,"grey",""
"DELE1",-0.322044949321546,0.0557105287056466,-5.78068377385378,5.59685794178558e-08,"Myeloid",0.000249340021306548,"grey",""
"GNPDA1",0.00670340744774399,0.0529131715961254,0.126686933433316,0.899391746046041,"Myeloid",1,"grey",""
"NDFIP1",-0.0475127558554423,0.0388590812513825,-1.22269375202359,0.223745708055476,"Myeloid",1,"grey",""
"ARHGAP26",-0.21765918521162,0.0562825449966073,-3.86725911603217,0.000176069082033604,"Myeloid",0.784387760459707,"grey",""
"NR3C1",-0.271032923445314,0.0544078894368764,-4.98150040831421,2.05040549569383e-06,"Myeloid",0.00913455648331603,"grey",""
"YIPF5",-0.16307714455645,0.0538507773922842,-3.02831551285675,0.00298802341979008,"Myeloid",1,"grey",""
"LARS",-0.216616045811345,0.0606581687380192,-3.57109438543888,0.000505512472549887,"Myeloid",1,"grey",""
"RBM27",-0.281025293625595,0.0560044630139165,-5.01790890407723,1.75200193782438e-06,"Myeloid",0.00780516863300761,"grey",""
"TCERG1",-0.332868618519527,0.0588052984830625,-5.66052085621846,9.80129871615005e-08,"Myeloid",0.000436647857804485,"grey",""
"CSNK1A1",-0.0189450760973466,0.0429151096772139,-0.441454682041873,0.659646552694502,"Myeloid",1,"grey",""
"CSF1R",-0.172296643645497,0.0487776419382105,-3.53228726931398,0.000577911963976833,"Myeloid",1,"grey",""
"CD74",-0.215833852470351,0.0335076772678444,-6.44132539373225,2.31516124711844e-09,"Myeloid",1.03140433559126e-05,"grey",""
"RPS14",-0.184341049741248,0.0282512944625529,-6.52504790481697,1.52830759239187e-09,"Myeloid",6.8086103241058e-06,"grey",""
"RBM22",-0.313942036500131,0.055187913645938,-5.68860128531491,8.60325595740737e-08,"Myeloid",0.000383275052902498,"grey",""
"DCTN4",-0.182685169138766,0.0529323903523421,-3.45129263807529,0.000761631847293357,"Myeloid",1,"grey",""
"GPX3",-0.0483999206464163,0.0649808191930631,-0.744833956349739,0.457770196701619,"Myeloid",1,"grey",""
"TNIP1",-0.31717247390197,0.057740983161748,-5.49302170718994,2.11763459343613e-07,"Myeloid",0.000943406211375796,"grey",""
"ANXA6",-0.138115335933051,0.0549169245211952,-2.5149867210744,0.0131724634053601,"Myeloid",1,"grey",""
"GM2A",0.34668716254008,0.0637339140898431,5.43960256467803,2.70012293909351e-07,"Myeloid",0.00120290476936616,"grey",""
"ATOX1",0.0702260122634344,0.0468036734406996,1.50043804472764,0.136022619445303,"Myeloid",1,"grey",""
"G3BP1",-0.184629727555612,0.0582049458127477,-3.17206252797809,0.00190476065807057,"Myeloid",1,"grey",""
"LARP1",-0.0776315068243106,0.0488927257157029,-1.58779257421064,0.114859584373348,"Myeloid",1,"grey",""
"MRPL22",-0.235105235205844,0.0542978443123695,-4.32991840068843,3.028656562568e-05,"Myeloid",0.134926649862404,"grey",""
