"gene","cor","pval","FDR"
"CD83",0.43080956282941,0,0
"RASGEF1B",0.39130983415683,0,0
"PHLDA1",0.390533974859348,0,0
"GPR183",0.375179826487115,0,0
"RGCC",0.372537968926568,0,0
"FTH1",0.358328724072359,0,0
"CD74",0.357033729383112,0,0
"HLA-DRA",0.351773862479468,0,0
"HLA-DRB1",0.350398125791936,0,0
"B3GNT5",0.338294471473019,0,0
"MAFB",0.332751068734848,0,0
"RPS2",0.332111503349124,0,0
"YBX1",0.330815277757096,0,0
"ATP2B1",0.328399798177573,0,0
"EEF1A1",0.327003966259574,0,0
"SGK1",0.325334306829317,0,0
"PHACTR1",0.324541531544716,0,0
"GADD45B",0.324455564814299,0,0
"RPL15",0.324137689021585,0,0
"HLA-DPA1",0.321243532549108,0,0
"HLA-DPB1",0.319417325095461,0,0
"ID2",0.316513710473951,0,0
"TPM4",0.312958888740664,0,0
"RPL10",0.298621913309777,0,0
"ATP13A3",0.298573787058682,0,0
"EGR3",0.29668147784031,0,0
"PPP1R15A",0.296342623952716,0,0
"DUSP2",0.293694794399981,0,0
"JUND",0.293649204537717,0,0
"CCL3L1",0.293428390148292,0,0
"IRF2BP2",0.292575969589901,0,0
"EIF1",0.290908082636177,0,0
"RPLP0",0.289785778255294,0,0
"RPL3",0.287676185305498,0,0
"RPL27A",0.287326690081622,0,0
"BHLHE40",0.286751989105809,0,0
"PPIF",0.284923316531918,0,0
"CCL3",0.28310641256317,0,0
"RPS16",0.28243717985839,0,0
"METRNL",0.281234045714402,0,0
"IFI30",0.279549076858247,0,0
"NEAT1",0.279243494143714,0,0
"HLA-DMA",0.278773420557868,0,0
"INSIG1",0.278111241871991,0,0
"CTSL",0.277660248824717,0,0
"CXCL2",0.277463535374207,0,0
"NR4A1",0.275107821769797,0,0
"EMP1",0.27206836162531,0,0
"ZEB2",0.271589859138554,0,0
"RPL10A",0.271480369498761,0,0
"SLC25A6",0.271069610319442,0,0
"TPT1",0.270794561607516,0,0
"ATP2B1-AS1",0.270514992915459,0,0
"RPS6",0.270468866222617,0,0
"RPS4X",0.26952927796102,0,0
"MAP3K8",0.269363549291077,0,0
"CDKN1A",0.269190405514836,0,0
"MTSS1",0.267495239989159,0,0
"PPIA",0.266943332868323,0,0
"PLAUR",0.266552380625044,0,0
"RPL36A",0.266475720443518,0,0
"KDM6B",0.263752360424599,0,0
"RPS18",0.263728533819074,0,0
"RACK1",0.263084636959686,0,0
"LINC-PINT",0.261532277392319,0,0
"HLA-DQB1",0.26072803746376,0,0
"ARF6",0.260176201345641,0,0
"ITGAX",0.259153028639697,0,0
"HBEGF",0.255983456888239,0,0
"RPL7A",0.255400607462773,0,0
"PTMA",0.255147599802207,0,0
"THBD",0.252321345425628,0,0
"AHR",0.251222935743281,0,0
"LGALS3",0.250958512377824,0,0
"CD300E",0.250644782586575,0,0
