"gene","cor","pval","FDR"
"RPS27",0.566336230120413,0,0
"RPS12",0.54472259133508,0,0
"RPL39",0.54374971924415,0,0
"RPS29",0.542085353371575,0,0
"RPL41",0.536129425353915,0,0
"RPS28",0.533436537719508,0,0
"RPS15A",0.518559123478911,0,0
"RPL30",0.495422261268049,0,0
"RPL32",0.491988112852384,0,0
"RPL34",0.484904662725461,0,0
"RPLP1",0.481882786089337,0,0
"RPL36",0.481590318165782,0,0
"RPL28",0.474950862799904,0,0
"RPL37",0.474551053528777,0,0
"RPS23",0.469966677314692,0,0
"RPL35A",0.469779479650681,0,0
"RPL26",0.464638976354321,0,0
"RPS3",0.464040437140285,0,0
"RPS14",0.461162560275661,0,0
"RPS21",0.460953780964855,0,0
"RPL19",0.457815087155425,0,0
"RPS15",0.456677073559667,0,0
"RPS27A",0.455364945484139,0,0
"RPS18",0.455360267703353,0,0
"RPS8",0.453335831634723,0,0
"FAU",0.452544546512691,0,0
"RPL11",0.449032953541019,0,0
"RPL23A",0.447148229047249,0,0
"RPL10",0.439589993457205,0,0
"RPS25",0.434295200634786,0,0
"RPL13",0.431958348734746,0,0
"RPS3A",0.421556924699347,0,0
"RPL38",0.420859732068119,0,0
"RPL18",0.419276697324844,0,0
"TPT1",0.419252111303906,0,0
"RPL35",0.418489556674867,0,0
"RPLP2",0.416924146213035,0,0
"RPL18A",0.414386193771316,0,0
"RPL9",0.412269981371283,0,0
"RPL12",0.411319490783205,0,0
"EEF1A1",0.410623763451392,0,0
"RPL21",0.409778188161419,0,0
"RPL37A",0.407886369383264,0,0
"RPS24",0.401495487510649,0,0
"RPL8",0.399873187796626,0,0
"RPS13",0.397754254870683,0,0
"RPS16",0.397400678433706,0,0
"RPL3",0.392770498873463,0,0
"RPS9",0.390077113315549,0,0
"RPL17",0.387708257223739,0,0
"RPL36A",0.387411328484893,0,0
"RPS2",0.381570421757728,0,0
"RPL29",0.381430657353256,0,0
"RPS6",0.380262708255181,0,0
"RPS5",0.379927925969627,0,0
"RPL27",0.378650126515916,0,0
"RPS4X",0.378064558500203,0,0
"RPL10A",0.371143130501454,0,0
"RPL14",0.370084347528575,0,0
"RPL24",0.367870086588149,0,0
"RPL7A",0.36593869372972,0,0
"RPL27A",0.364372494780785,0,0
"UBA52",0.363625687710706,0,0
"RPL22",0.362302864734005,0,0
"RPL15",0.361704371148149,0,0
"RPS10",0.357936222517086,0,0
"RPS7",0.353175856798106,0,0
"TMSB4X",0.351347865232372,0,0
"RPS19",0.340078662445963,0,0
"RPL5",0.336591967914366,0,0
"NACA",0.327402706146522,0,0
"ATP5F1E",0.32144216072877,0,0
"RPSA",0.312668421390359,0,0
"EEF1B2",0.307044326568981,0,0
"TOMM7",0.291387997354399,0,0
"RACK1",0.288122625642664,0,0
"RPL6",0.283029563269553,0,0
"FTL",0.280398162887267,0,0
"MT-ATP8",0.270795238310584,0,0
"COX7C",0.266711929008316,0,0
