"gene","cor","pval","FDR"
"GZMH",0.709057622337617,0,0
"NKG7",0.635471068980924,0,0
"FGFBP2",0.622101159745311,0,0
"GZMB",0.615833497500759,0,0
"CST7",0.548247860649375,0,0
"PRF1",0.523345150838186,0,0
"KLRD1",0.522499327955334,0,0
"CX3CR1",0.497247658874678,0,0
"EFHD2",0.488162145896956,0,0
"GZMA",0.482525623492553,0,0
"ZEB2",0.48139789694427,0,0
"PLEK",0.481392747572629,0,0
"GNLY",0.481246415284687,0,0
"ADGRG1",0.472083878511505,0,0
"CCL5",0.470015168125665,0,0
"CCL4",0.446527456173693,0,0
"CTSW",0.422371266659379,0,0
"B2M",0.415502087679557,0,0
"GZMM",0.411039450560048,0,0
"FCGR3A",0.407766199445288,0,0
"HLA-DPB1",0.403288331660433,0,0
"SH3BGRL3",0.393090301861246,0,0
"C12orf75",0.393085269841668,0,0
"CD8A",0.386802322787975,0,0
"PRSS23",0.381559126429982,0,0
"HLA-C",0.37855761339158,0,0
"PFN1",0.376698092077306,0,0
"SPON2",0.367355786375783,0,0
"HCST",0.367013441707201,0,0
"HLA-DPA1",0.36643473545503,0,0
"ASCL2",0.358579557342324,0,0
"ABHD17A",0.353132418149284,0,0
"C1orf21",0.352934100765028,0,0
"ARPC2",0.34911455856865,0,0
"HLA-DRB1",0.34702213138454,0,0
"FCRL6",0.343735794118158,0,0
"CYBA",0.343485529622527,0,0
"CLIC3",0.343334553189081,0,0
"CTSC",0.34210909140832,0,0
"TRGC2",0.341561228005903,0,0
"APOBEC3G",0.340157368156097,0,0
"RAP1B",0.339259585047781,0,0
"CD99",0.338448538541322,0,0
"ACTB",0.336945941361646,0,0
"HLA-B",0.334473540731066,0,0
"ITGB2",0.330180990322127,0,0
"KLRK1",0.326597319639889,0,0
"CLIC1",0.320593710709558,0,0
"CD8B",0.317443020385292,0,0
"CFL1",0.316745754636488,0,0
"CD3G",0.312846628299453,0,0
"CD3D",0.311967702630915,0,0
"LGALS1",0.309895731844589,0,0
"TBX21",0.3010760722222,0,0
"MYL6",0.299914651406898,0,0
"DBI",0.298880518860159,0,0
"ABI3",0.297925184344982,0,0
"FLNA",0.297182333531558,0,0
"HLA-A",0.295742106314203,0,0
"IFITM2",0.293424235262628,0,0
"TTC38",0.293391370306874,0,0
"LITAF",0.290478339135246,0,0
"S1PR5",0.289777464415121,0,0
"SAMD3",0.288767809562576,0,0
"GSTP1",0.285288684685458,0,0
"HOPX",0.27798784981027,0,0
"FGR",0.27762234866404,0,0
"ID2",0.273527738512749,0,0
"ITGAL",0.271772673581967,0,0
"SRGN",0.271268325132509,0,0
"LAIR2",0.268746820965401,0,0
"CD81",0.267992011899708,0,0
"SYNE1",0.267297223896575,0,0
"CD63",0.257333180152748,0,0
"MSN",0.256951995867455,0,0
